suburb,suburb_state,numCrimes
bowser,VIC,9
morgiana,VIC,1
streatham,VIC,9
green gully,VIC,10
bromley,VIC,11
cottles bridge,VIC,39
bolinda,VIC,26
chum creek,VIC,64
lavers hill,VIC,31
lake eildon,VIC,15
abbotsford,VIC,5636
warrnambool east,VIC,1
goomalibee,VIC,8
melton,VIC,14075
speed,VIC,8
bald hills,VIC,25
north wonthaggi,VIC,39
cobaw,VIC,10
mount evelyn,VIC,1624
avenel,VIC,336
winiam,VIC,3
mountain view,VIC,5
skipton,VIC,120
nungurner,VIC,20
woornack,VIC,10
pastoria,VIC,6
westmeadows,VIC,1917
euroa,VIC,839
womerah,VIC,1
wilkin,VIC,2
cobains,VIC,65
reedy creek,VIC,34
gherang,VIC,12
fentons creek,VIC,2
boolite,VIC,2
st kilda east,VIC,2887
park orchards,VIC,461
koetong,VIC,17
werribee,VIC,20745
lakes entrance,VIC,4066
yalmy,VIC,1
hiawatha,VIC,10
duverney,VIC,1
monbulk,VIC,733
smythesdale,VIC,178
lake marmal,VIC,2
cranbourne east,VIC,2692
bostock creek,VIC,2
moe,VIC,11576
ferndale,VIC,4
nunawading,VIC,3014
footscray,VIC,14929
macarthur,VIC,80
golden square,VIC,2810
ventnor,VIC,196
steiglitz,VIC,32
maryknoll,VIC,45
woodstock on loddon,VIC,2
terrick terrick east,VIC,3
nagambie,VIC,654
yannathan,VIC,40
appin,VIC,2
woodstock-on-loddon,VIC,5
knox,VIC,350
east sale,VIC,2
highett,VIC,4156
sunnycliffs,VIC,26
coimadai,VIC,106
pittong,VIC,2
tarwin lower,VIC,78
bullarto south,VIC,2
pira,VIC,2
spring gully,VIC,461
tragowel,VIC,15
macorna,VIC,11
gheringhap,VIC,46
markwood,VIC,42
mirboo north,VIC,572
toolamba,VIC,131
bonn,VIC,1
kialla west,VIC,66
creightons creek,VIC,8
modewarre,VIC,41
kanumbra,VIC,9
epsom,VIC,1205
licola,VIC,45
leslie manor,VIC,3
croxton west,VIC,1
tidal river,VIC,33
balintore,VIC,7
beaconsfield upper,VIC,411
cremorne,VIC,763
black rock,VIC,958
brighton,VIC,6469
henty,VIC,6
genoa,VIC,20
trinita,VIC,2
allans flat,VIC,12
nar nar goon,VIC,294
boundary bend,VIC,36
tarilta,VIC,8
beenak,VIC,5
heyfield,VIC,1129
huntingdale,VIC,1041
macks creek,VIC,6
sunday creek,VIC,38
emu creek,VIC,11
breakwater,VIC,944
glen wills,VIC,1
fawkner,VIC,5499
haddon,VIC,148
elsternwick,VIC,3372
clifton hill,VIC,3194
coburg north,VIC,4263
tamleugh,VIC,21
vaughan,VIC,5
biggara,VIC,12
rutherglen,VIC,483
mincha,VIC,5
garfield north,VIC,14
narraport,VIC,4
barraport west,VIC,1
hampton park,VIC,7013
morrison,VIC,1
staughton vale,VIC,16
koornalla,VIC,19
grenville,VIC,21
carrajung,VIC,74
gobarup,VIC,16
kingsville south,VIC,273
golden beach,VIC,182
castella,VIC,18
thorpdale south,VIC,3
welshmans reef,VIC,19
burnt bridge,VIC,3
elphinstone,VIC,266
cambrian hill,VIC,47
woodleigh,VIC,5
little river,VIC,566
whorouly east,VIC,2
sandsmere,VIC,6
kiewa,VIC,59
yarrara,VIC,1
lake eppalock,VIC,11
watchem,VIC,41
leongatha north,VIC,9
gellibrand river,VIC,2
ebden,VIC,46
caramut,VIC,40
tuerong,VIC,106
apsley,VIC,23
hinnomunjie,VIC,2
fairy dell,VIC,2
kooroocheang,VIC,10
johanna,VIC,14
neds corner,VIC,1
blackburn south,VIC,1715
goughs bay,VIC,65
tintaldra,VIC,5
noble park east,VIC,3
ross creek,VIC,119
kalorama,VIC,123
soldiers hill,VIC,81
myola,VIC,11
carnegie,VIC,3789
clayton south,VIC,3393
beulah,VIC,87
drouin west,VIC,65
telangatuk,VIC,5
bayswater,VIC,6285
abbeyard,VIC,8
guildford,VIC,87
jilpanger,VIC,2
dumbalk,VIC,52
mount tamboritha,VIC,1
bayles,VIC,83
yeodene,VIC,10
glenaire,VIC,13
arthurs seat,VIC,110
dutson,VIC,22
cape paterson,VIC,305
merbein west,VIC,34
bunguluke,VIC,1
reedy lake,VIC,3
nelson,VIC,79
banyena,VIC,1
lamplough,VIC,20
coldstream,VIC,443
wurruk,VIC,527
richmond north,VIC,28
leaghur,VIC,1
dollar,VIC,2
hampton,VIC,3091
mount buller,VIC,302
kallista,VIC,158
weering,VIC,7
garibaldi,VIC,10
ballarat central,VIC,242
mount toolebewong,VIC,1
ruby,VIC,20
murrayville,VIC,49
elingamite north,VIC,6
oxley,VIC,45
williamstown,VIC,5445
foster,VIC,342
tostaree,VIC,8
elingamite,VIC,4
jeeralang,VIC,18
congupna,VIC,124
killingworth,VIC,1
wheatsheaf,VIC,25
cambarville,VIC,14
cobrico,VIC,7
edi,VIC,8
horfield,VIC,9
double bridges,VIC,2
somers,VIC,270
kerrisdale,VIC,29
st andrews,VIC,151
alma,VIC,18
rushworth,VIC,607
bridgewater on loddon,VIC,355
bellellen,VIC,1
romsey,VIC,950
balwyn,VIC,2652
the sisters,VIC,25
blampied,VIC,18
bungeet,VIC,6
bungal,VIC,7
tulkara,VIC,1
cockatoo,VIC,1044
nerrena,VIC,6
newfield,VIC,10
st kilda west,VIC,840
seddon,VIC,1410
kiamal,VIC,6
eppalock,VIC,85
mount hooghly,VIC,3
rye,VIC,3113
ranceby,VIC,6
glenmaggie,VIC,113
bulleen south,VIC,1
ringwood north,VIC,1039
bagshot north,VIC,5
lawrence,VIC,7
scotts creek,VIC,26
katamatite east,VIC,5
milltown,VIC,35
derrimut,VIC,2721
colac east,VIC,18
strathfieldsaye,VIC,428
jil jil,VIC,1
leichardt,VIC,13
boorhaman,VIC,7
freeburgh,VIC,17
cobden,VIC,368
poowong east,VIC,7
diggora,VIC,1
moyarra,VIC,6
wannon,VIC,11
goroke,VIC,81
guys hill,VIC,47
nyerimilang,VIC,1
woodside north,VIC,1
cobberas,VIC,12
silver creek,VIC,1
bullarook,VIC,21
lalbert,VIC,17
langwarrin south,VIC,159
glenormiston south,VIC,15
netherby,VIC,9
aberfeldie,VIC,609
benalla west,VIC,1
collingwood,VIC,9163
stradbroke,VIC,57
loch valley,VIC,5
winter valley,VIC,1
grassdale,VIC,16
maroona,VIC,17
lysterfield,VIC,883
corinella,VIC,153
warrak,VIC,18
tesbury,VIC,5
yinnar south,VIC,98
bete bolong,VIC,1
moonambel,VIC,57
waterholes,VIC,2
kingspark,VIC,6
newlands arm,VIC,75
eddington,VIC,11
culgoa,VIC,14
barooga,VIC,2
bolwarra,VIC,41
merrinee,VIC,9
manns beach,VIC,12
ballan,VIC,1381
kilsyth,VIC,3348
brunswick,VIC,14178
ghin ghin,VIC,4
waterways,VIC,296
dunneworthy,VIC,2
bonbeach,VIC,1214
pioneer bay,VIC,92
indigo valley,VIC,11
slaty creek,VIC,2
avoca,VIC,283
dargo,VIC,93
mount buller alpine,VIC,1
glenhope,VIC,30
chetwynd,VIC,34
pearcedale,VIC,708
nowingi,VIC,2
undera,VIC,97
caveat,VIC,4
hotspur,VIC,13
wiseleigh,VIC,8
warranwood,VIC,307
woodvale,VIC,141
jacksons creek,VIC,1
brimboal,VIC,1
strathmore,VIC,2117
springhurst,VIC,182
stanhope,VIC,191
silvan south,VIC,6
glen valley,VIC,5
iona,VIC,40
werneth,VIC,14
yan yean,VIC,98
ensay,VIC,22
stockdale,VIC,21
bowenvale,VIC,25
teal point,VIC,8
northcote,VIC,9937
bears lagoon,VIC,22
bolwarrah,VIC,5
apollo bay,VIC,669
mannibadar,VIC,4
cape conran,VIC,12
osbornes flat,VIC,4
canterbury,VIC,1164
willow grove,VIC,110
bona vista,VIC,13
timberoo,VIC,2
greenwald,VIC,6
langley,VIC,16
rosanna,VIC,1710
pakenham upper,VIC,390
woolsthorpe,VIC,30
chute,VIC,17
havelock,VIC,13
durham lead,VIC,22
dreeite,VIC,14
toongabbie,VIC,127
rosebud,VIC,7474
cardigan village,VIC,183
mudgeegonga,VIC,1
golden point,VIC,270
tanjil east,VIC,10
warburton east,VIC,79
eurack,VIC,1
wildwood,VIC,77
labertouche,VIC,78
wild dog valley,VIC,1
ceres,VIC,57
curdies river,VIC,2
reservoir,VIC,19900
little hampton,VIC,26
geelong south,VIC,1035
tullamarine airport,VIC,32
tallangatta south,VIC,3
mooralla,VIC,4
elliminyt,VIC,290
logan,VIC,10
peechelba east,VIC,4
darlington,VIC,46
gritjurk,VIC,3
barringo,VIC,5
gymbowen,VIC,6
point wilson,VIC,34
point roadknight,VIC,1
officer south,VIC,18
patyah,VIC,1
point addis,VIC,8
campbellfield,VIC,7578
leongatha,VIC,1946
porepunkah,VIC,138
middle park,VIC,1270
bundalaguah,VIC,71
brimin,VIC,17
bells beach,VIC,35
wahgunyah,VIC,150
mollongghip,VIC,12
macorna north,VIC,2
hunter,VIC,7
wootong vale,VIC,3
kerrie,VIC,18
hazelwood,VIC,72
ascot vale,VIC,6813
burrumbeet,VIC,112
rocklyn,VIC,2
harrow,VIC,33
balnarring beach,VIC,59
invergordon,VIC,103
yambuk,VIC,20
mount martha,VIC,2160
capels crossing,VIC,1
jeffcott north,VIC,1
wallan,VIC,4658
ashwood,VIC,2246
derrinallum,VIC,82
leneva,VIC,52
duchembegarra north,VIC,1
edgecombe,VIC,8
boho south,VIC,17
warncoort,VIC,12
st arnaud east,VIC,7
murchison north,VIC,4
kerang east,VIC,1
st arnaud,VIC,1022
bangholme,VIC,286
specimen hill,VIC,4
moyreisk,VIC,4
katandra west,VIC,156
major plains,VIC,7
naringal,VIC,21
foster north,VIC,19
quambatook,VIC,122
newlyn north,VIC,5
muckleford south,VIC,6
bengworden,VIC,28
tanwood,VIC,7
portland,VIC,5986
thologolong,VIC,6
polkemmet,VIC,24
kensington,VIC,4798
borung,VIC,30
douglas,VIC,1
research,VIC,368
grovedale,VIC,3935
mooroolbark,VIC,5580
clarkefield,VIC,101
jack river,VIC,13
paradise,VIC,23
kerang,VIC,1573
minhamite,VIC,3
vinifera,VIC,8
bass,VIC,214
ecklin south,VIC,46
gowanbrae,VIC,470
larralea,VIC,2
keilor north,VIC,69
hepburn,VIC,6
box hill,VIC,6864
bendigo,VIC,15941
woorndoo,VIC,14
red hill,VIC,257
malmsbury,VIC,869
sailors hill,VIC,2
bulla,VIC,470
winnap,VIC,5
natimuk,VIC,78
fitzroy north,VIC,5048
youanmite,VIC,10
birchip,VIC,130
pine grove,VIC,9
bamawm,VIC,61
pomborneit north,VIC,6
smiths gully,VIC,27
ninda,VIC,1
tambo upper,VIC,24
watsonia north,VIC,388
irymple,VIC,1142
newington,VIC,140
limestone,VIC,8
lal lal,VIC,65
koriella,VIC,1
glenloth,VIC,3
dandenong south,VIC,5953
dingee,VIC,46
belmont,VIC,5513
bungaree,VIC,81
swan hill,VIC,7089
dunkeld,VIC,100
whiteheads creek,VIC,54
ricketts point,VIC,1
glenlyon,VIC,38
joel joel,VIC,3
stewarton,VIC,9
piedmont,VIC,8
bayindeen,VIC,10
thoona,VIC,22
barwidgee,VIC,6
mont albert,VIC,914
tungamah,VIC,112
yulecart,VIC,18
tylden,VIC,139
daylesford,VIC,964
yapeen,VIC,28
otway,VIC,1
barrabool,VIC,22
nareeb,VIC,1
the gurdies,VIC,57
nareen,VIC,9
cairnlea,VIC,2285
nowa nowa,VIC,64
bogong,VIC,4
pitfield,VIC,7
neerim south,VIC,219
greensborough,VIC,7982
nathalia,VIC,549
prairie,VIC,6
bakery hill,VIC,64
nilma north,VIC,59
glenpatrick,VIC,10
stuart mill,VIC,20
navigators,VIC,57
trida,VIC,22
boosey,VIC,20
morwell,VIC,19700
eden park,VIC,158
halls gap,VIC,159
elmore,VIC,280
brighton east,VIC,2572
hallam,VIC,5077
batchica,VIC,1
bacchus marsh,VIC,6156
point leo,VIC,42
rochester,VIC,1014
cherokee,VIC,9
laverton north,VIC,3307
campbells forest,VIC,16
caralulup,VIC,4
somerton,VIC,994
moorilim,VIC,3
glenormiston,VIC,33
flamingo beach,VIC,2
ellerslie,VIC,25
delburn,VIC,15
patho,VIC,31
cobram,VIC,2260
tooborac,VIC,129
yambuna,VIC,11
knoxfield,VIC,2266
majorca,VIC,55
hunterston,VIC,1
timboon,VIC,229
brooklyn,VIC,1749
myrniong,VIC,97
churchill island,VIC,1
the honeysuckles,VIC,24
strangways,VIC,4
swan marsh,VIC,14
green lake,VIC,30
mckenzie creek,VIC,8
big river,VIC,9
wonwondah,VIC,8
werona,VIC,2
hurstbridge,VIC,704
sailors gully,VIC,46
coghills creek,VIC,14
kealba,VIC,1559
merrijig,VIC,102
marungi,VIC,11
nariel,VIC,6
moorngag,VIC,3
woodend,VIC,1186
nangeela,VIC,3
yarrawalla,VIC,67
st albans,VIC,19193
dhurringile,VIC,248
gellibrand lower,VIC,5
stony creek,VIC,33
woomelang,VIC,18
cheltenham,VIC,9435
wartook,VIC,14
tarnook,VIC,10
lake powell,VIC,23
hillside,VIC,3167
whitfield,VIC,25
taylors hill,VIC,2696
tallangatta valley,VIC,12
dingwall,VIC,22
winton,VIC,65
toolleen,VIC,42
tootgarook,VIC,1802
yarroweyah,VIC,111
karyrie,VIC,1
marionvale,VIC,3
tetoora road,VIC,9
bonnie doon,VIC,207
axedale,VIC,91
flowerdale,VIC,114
bruthen,VIC,173
kanyapella,VIC,10
pomborneit east,VIC,1
glenaladale,VIC,22
mickleham,VIC,869
wilsons promontory,VIC,18
bung bong,VIC,4
cabbage tree,VIC,4
warrayure,VIC,2
wingan river,VIC,11
wedderburn junction,VIC,3
tabilk,VIC,85
yuroke,VIC,44
broadmeadows,VIC,17995
upper yarra dam,VIC,1
montmorency,VIC,1397
rosebrook,VIC,5
kentbruck,VIC,1
flora hill,VIC,975
goldsborough,VIC,4
windermere,VIC,31
wattle hill,VIC,5
bungil,VIC,29
yarragon,VIC,474
mandurang,VIC,37
melbourne airport,VIC,3237
rich avon,VIC,5
bailieston east,VIC,1
geelong north,VIC,3650
blackwarry,VIC,5
shelford,VIC,41
yarpturk,VIC,10
narrawong,VIC,118
wangarabell,VIC,5
yarram,VIC,891
lorquon,VIC,3
balliang,VIC,75
molesworth,VIC,58
bridgewater,VIC,29
foxhow,VIC,6
mirimbah,VIC,5
staffordshire reef,VIC,8
shallow inlet,VIC,1
keilor downs,VIC,3030
esmond,VIC,1
cranbourne,VIC,14715
ocean grange,VIC,3
barwite,VIC,19
lake charm,VIC,36
red hill south,VIC,78
glencairn,VIC,4
broughton,VIC,1
burwood,VIC,4225
condah,VIC,22
longlea,VIC,146
gainsborough,VIC,17
bairnsdale,VIC,8649
kurting,VIC,10
red cliffs,VIC,1744
pennyroyal,VIC,6
catani,VIC,105
boolarra,VIC,227
mangalore,VIC,60
kimbolton,VIC,34
tanjil,VIC,3
woorinen,VIC,86
red bluff,VIC,2
glen huntly,VIC,1413
glenburn,VIC,91
leonards hill,VIC,5
point cook raaf,VIC,2
drung,VIC,40
buchan south,VIC,14
lake wendouree,VIC,131
creek view,VIC,1
liparoo,VIC,3
dales creek,VIC,48
faraday,VIC,41
east bendigo,VIC,99
moggs creek,VIC,17
thalloo,VIC,6
nunniong,VIC,9
burramine south,VIC,1
glenlogie,VIC,1
glenrowan west,VIC,2
clifton creek,VIC,14
wongarra,VIC,6
joel south,VIC,3
newbury,VIC,16
icy creek,VIC,14
aireys inlet,VIC,171
bellbrae,VIC,94
wodonga,VIC,15485
port franklin,VIC,12
mount mercer,VIC,57
mitre,VIC,3
ferntree gully,VIC,7787
tower hill,VIC,30
loy yang,VIC,12
kennington,VIC,1141
west melbourne,VIC,3050
hmas cerberus,VIC,47
lochiel bridge,VIC,5
moliagul,VIC,29
echuca west,VIC,2
port melbourne,VIC,8951
hawthorn east,VIC,2707
grass flat,VIC,5
box hill central,VIC,1
winnindoo,VIC,47
garfield,VIC,527
linga,VIC,4
concongella,VIC,56
wesburn,VIC,151
macleod,VIC,3279
woolamai,VIC,31
wy yung,VIC,202
fumina south,VIC,4
dookie college,VIC,5
greendale,VIC,68
winchelsea south,VIC,1
cranbourne south,VIC,409
newlyn,VIC,38
blackwood,VIC,62
branxholme,VIC,78
pyramid hill,VIC,115
truganina,VIC,4234
grant,VIC,1
newham,VIC,44
shoreham,VIC,123
korumburra,VIC,1499
nirranda,VIC,17
hallora,VIC,20
airport west,VIC,4883
yering,VIC,40
swan reach,VIC,127
balwyn north,VIC,2773
derby,VIC,11
murrabit,VIC,48
avondale heights,VIC,2342
laanecoorie,VIC,43
wandin east,VIC,64
malvern,VIC,3998
cardross,VIC,152
lima east,VIC,7
doreen,VIC,4118
tongio,VIC,2
stoney point,VIC,2
naringal east,VIC,8
crowlands,VIC,6
boxwood,VIC,3
mckenzie hill,VIC,5
baynton,VIC,10
boronia,VIC,8867
robertsons beach,VIC,49
hastings,VIC,7070
snake valley,VIC,172
footscray west,VIC,3733
warrnambool,VIC,13784
alvie,VIC,24
colac west,VIC,53
tresco west,VIC,13
drumcondra,VIC,222
koyuga,VIC,58
nandaly,VIC,5
bethanga,VIC,43
kellalac,VIC,9
lower norton,VIC,11
moorooduc,VIC,558
dalmore,VIC,34
forrest,VIC,32
stawell,VIC,4481
rowville,VIC,8025
bunyip,VIC,461
murphys creek,VIC,18
werribee south,VIC,863
you yangs,VIC,1
ricketts marsh,VIC,1
edithvale,VIC,1436
pomborneit,VIC,33
heidelberg,VIC,7966
myrtlebank,VIC,35
derrinal,VIC,38
princetown,VIC,41
ripplebrook,VIC,39
edi upper,VIC,3
clifton hill east,VIC,1
greens creek,VIC,5
deep lead,VIC,48
upper lurg,VIC,18
boomahnoomoonah,VIC,2
ercildoune,VIC,4
clunes,VIC,400
wonthaggi north,VIC,17
hazeldene,VIC,17
boorhaman east,VIC,3
summerlands,VIC,19
wandin,VIC,126
yangery,VIC,13
moriac,VIC,83
rocklands,VIC,4
blowhard,VIC,13
crib point,VIC,1025
blakeville,VIC,9
calrossie,VIC,2
muckleford,VIC,125
bulleen,VIC,2049
chocolyn,VIC,2
eastville,VIC,1
langsborough,VIC,21
wahring,VIC,68
rokewood junction,VIC,16
booroopki,VIC,1
balmoral,VIC,61
cliffside,VIC,3
glenluce,VIC,3
jacana,VIC,982
melwood,VIC,1
kadnook,VIC,3
golden gully,VIC,37
brighton beach,VIC,21
mount burnett,VIC,24
hilldene,VIC,38
minimay,VIC,13
kialla,VIC,1456
wimbledon heights,VIC,107
buckland,VIC,20
bendoc,VIC,12
lara,VIC,4216
california gully,VIC,1931
merriang south,VIC,1
crossley,VIC,27
morrisons,VIC,6
kulwin,VIC,1
brookfield,VIC,1927
yuulong,VIC,4
framlingham,VIC,57
wantirna,VIC,3601
tabor,VIC,1
propodollah,VIC,1
tyntynder,VIC,66
skibo,VIC,1
jancourt,VIC,14
bellarine,VIC,71
lillicur,VIC,4
allendale,VIC,31
mount franklin,VIC,7
gerang gerung,VIC,16
the patch,VIC,218
yinnar,VIC,248
donvale,VIC,1511
sheoaks,VIC,22
pigeon ponds,VIC,4
blackburn,VIC,2802
gowar east,VIC,5
caldermeade,VIC,166
melbourne,VIC,116005
heidelberg heights,VIC,2857
maude,VIC,33
herne hill,VIC,902
creswick,VIC,1123
upwey,VIC,1367
cape bridgewater,VIC,23
brodribb river,VIC,10
walpa,VIC,21
carlton,VIC,10442
balcombe,VIC,1
konagaderra,VIC,1
hopetoun,VIC,102
mundoona,VIC,6
ulupna,VIC,10
suggan buggan,VIC,1
mill park,VIC,10062
castlemaine,VIC,3227
fish creek,VIC,82
gorae west,VIC,34
brit brit,VIC,4
allambee south,VIC,14
yallambie,VIC,775
shepherds flat,VIC,30
parkville,VIC,4597
baromi,VIC,2
maryvale,VIC,6
langi ghiran,VIC,3
eaglehawk,VIC,2987
raymond island,VIC,39
stockyard hill,VIC,20
drouin east,VIC,17
karabeal,VIC,5
cape schanck,VIC,99
beaufort,VIC,601
arawata,VIC,5
benwerrin,VIC,8
allambee,VIC,11
wangoom,VIC,19
alfredton,VIC,1832
erica,VIC,58
kanagulk,VIC,1
almonds,VIC,1
longwood,VIC,46
wonwondah south,VIC,1
chelsea,VIC,2764
cooma,VIC,13
irrewarra,VIC,44
englefield,VIC,1
drumanure,VIC,14
wyuna,VIC,120
armstrong,VIC,35
bamganie,VIC,7
mckinnon,VIC,980
longwarry,VIC,872
coral bank,VIC,1
echuca village,VIC,43
fiveways,VIC,16
sanctuary lakes,VIC,243
murraydale,VIC,8
freshwater creek,VIC,74
french island,VIC,12
burnley,VIC,605
puckapunyal,VIC,156
meerlieu,VIC,31
rainbow,VIC,160
peterborough,VIC,46
bridge creek,VIC,16
callignee south,VIC,2
barnadown,VIC,6
dooen,VIC,51
sunshine north,VIC,4409
rupanyup,VIC,148
waurn ponds,VIC,1166
budgerum east,VIC,4
fiery flat,VIC,2
samaria,VIC,9
warragul south,VIC,5
hopetoun park,VIC,81
bostocks creek,VIC,5
nuggetty,VIC,1
dooboobetic,VIC,1
darraweit guim,VIC,75
corryong,VIC,415
surf beach,VIC,129
north bendigo,VIC,210
cape otway,VIC,18
broomfield,VIC,35
enochs point,VIC,1
riddells creek,VIC,533
benambra,VIC,56
waaia,VIC,42
mia mia,VIC,31
shady creek,VIC,28
kooreh,VIC,9
harcourt,VIC,438
buffalo,VIC,27
gaffneys creek,VIC,7
albion,VIC,2081
tarneit,VIC,7663
wattle flat,VIC,24
redesdale,VIC,44
eastern view,VIC,10
deakin university,VIC,3
woodend north,VIC,10
point cook,VIC,8138
wehla,VIC,4
carpendeit,VIC,23
nyora,VIC,205
greta south,VIC,7
jeetho,VIC,10
yarck,VIC,44
lake gardens,VIC,246
mittyack,VIC,3
lake buloke,VIC,2
lyal,VIC,3
kergunyah,VIC,24
manifold heights,VIC,541
barrakee,VIC,3
bundalong south,VIC,2
mitcham,VIC,4870
willaura,VIC,97
waterford,VIC,1
bannockburn,VIC,659
templestowe,VIC,2177
humevale,VIC,45
poowong north,VIC,6
sherbrooke,VIC,39
moondarra,VIC,56
homebush,VIC,7
rawson,VIC,89
illawarra,VIC,15
hazelwood north,VIC,250
tresco,VIC,58
lara lake,VIC,17
avalon,VIC,175
steels creek,VIC,19
coojar,VIC,2
nangiloc,VIC,61
pascoe vale,VIC,4889
mulgrave east,VIC,1
miga lake,VIC,6
salisbury west,VIC,6
campbells creek,VIC,222
melville forest,VIC,2
beauchamp,VIC,2
murrabit west,VIC,7
mena park,VIC,8
tyers,VIC,214
miram,VIC,16
wychitella,VIC,15
sandford,VIC,34
tyers junction,VIC,1
gapsted,VIC,28
cheltenham north,VIC,14
tarranyurk,VIC,26
wooreen,VIC,11
burrum,VIC,1
newborough east,VIC,1
toora north,VIC,5
dereel,VIC,181
lake lonsdale,VIC,11
kooyong,VIC,386
bonshaw,VIC,10
wymlet,VIC,2
moyhu,VIC,66
rosebud south,VIC,53
larpent,VIC,24
pimpinio,VIC,61
yendon,VIC,25
tullamarine,VIC,5302
richmond,VIC,20291
wallinduc,VIC,8
delvine,VIC,1
kewell,VIC,3
taylor bay,VIC,4
pascoe vale south,VIC,2233
loddon vale,VIC,1
coalville,VIC,3
braeside,VIC,1815
hampton east,VIC,1918
mitchellstown,VIC,21
bushfield,VIC,14
endeavour hills,VIC,6749
mccrae,VIC,629
essendon,VIC,6987
tahara bridge,VIC,1
sunderland bay,VIC,72
gormandale,VIC,120
tawonga south,VIC,40
dandongadale,VIC,6
tabberabbera,VIC,1
litchfield,VIC,3
tarrawingee,VIC,61
denicull creek,VIC,1
merriang,VIC,2
east melbourne,VIC,4219
corio,VIC,11610
girgarre east,VIC,9
korumburra south,VIC,5
patchewollock,VIC,19
selby,VIC,205
pura pura,VIC,4
willenabrina,VIC,1
pakenham,VIC,19487
guys forest,VIC,1
myrrhee,VIC,22
tarnagulla,VIC,29
yaapeet,VIC,61
lima,VIC,9
traralgon east,VIC,52
glenroy,VIC,9170
toolern vale,VIC,230
waranga,VIC,10
keilor east,VIC,3434
big hill,VIC,34
hernes oak,VIC,88
lyonville,VIC,14
south purrumbete,VIC,11
wargan,VIC,3
basalt,VIC,3
northwood,VIC,68
curdie vale,VIC,8
longwarry north,VIC,63
upotipotpon,VIC,2
codrington,VIC,7
quantong,VIC,18
tarrayoukyan,VIC,3
kinglake west,VIC,198
eumemmerring,VIC,858
breamlea,VIC,56
durham ox,VIC,4
cowwarr,VIC,55
kamarooka,VIC,31
campbelltown,VIC,11
strathlea,VIC,5
lockwood,VIC,124
winjallok,VIC,1
hexham,VIC,45
boneo,VIC,86
lindsay point,VIC,3
dadswells bridge,VIC,19
loch,VIC,116
ellaswood,VIC,21
epping,VIC,15805
bena,VIC,16
rossbridge,VIC,4
monegeetta,VIC,32
maryborough,VIC,4566
kariah,VIC,4
langwarrin,VIC,5187
gelantipy,VIC,1
newhaven,VIC,170
mount donna buang,VIC,2
anakie,VIC,153
albacutya,VIC,7
underbool,VIC,37
pheasant creek,VIC,40
tol tol,VIC,9
teddywaddy west,VIC,3
harcourt north,VIC,57
seaton,VIC,42
altona gate,VIC,8
won wron,VIC,33
nanneella,VIC,60
craigieburn,VIC,15998
gowanford,VIC,1
muckatah,VIC,22
coonooer bridge,VIC,3
ondit,VIC,10
trentham east,VIC,33
kalkallo,VIC,216
mincha west,VIC,2
pine lodge,VIC,36
w tree,VIC,19
glenorchy,VIC,24
knox park,VIC,1
napoleans,VIC,4
glen alvie,VIC,27
napoleons,VIC,82
lima south,VIC,12
forest hill,VIC,3085
yarragon south,VIC,1
rhyll,VIC,61
sydenham,VIC,3884
laharum,VIC,28
hazelwood south,VIC,29
dalyenong,VIC,1
lake meran,VIC,4
glengarry,VIC,201
dahlen,VIC,7
massey,VIC,2
cudgee,VIC,16
moorabool,VIC,35
lexton,VIC,190
walpeup,VIC,9
kardella south,VIC,12
murrumbeena,VIC,1935
deer park,VIC,9088
bungalally,VIC,10
ullina,VIC,7
heytesbury lower,VIC,3
fish point,VIC,5
driffield,VIC,22
merton,VIC,34
rhymney reef,VIC,6
wandin north,VIC,436
cocoroc,VIC,9
metung,VIC,228
ferguson,VIC,5
essendon north,VIC,1104
carngham,VIC,23
waubra,VIC,78
dunnstown,VIC,56
serpentine,VIC,79
cann river,VIC,208
yandoit,VIC,30
kithbrook,VIC,9
gembrook,VIC,459
jarrahmond,VIC,16
wallan east,VIC,30
birregurra,VIC,120
sunset strip,VIC,98
mitchell park,VIC,237
niddrie,VIC,1608
baxter,VIC,1108
dixie,VIC,9
st helena,VIC,367
caniambo,VIC,9
eganstown,VIC,30
koallah,VIC,3
croydon,VIC,9147
dergholm,VIC,20
woods point,VIC,52
kiata,VIC,21
flaggy creek,VIC,8
oakleigh,VIC,5278
waarre,VIC,1
sugarloaf creek,VIC,21
mount eccles,VIC,3
springvale south,VIC,2946
white hills,VIC,855
woodhouse,VIC,7
bell park,VIC,1619
berrimal,VIC,1
hughesdale,VIC,1390
goornong,VIC,302
warrambine,VIC,2
coomboona,VIC,13
lalor,VIC,7400
ten mile,VIC,4
maindample,VIC,32
skinners flat,VIC,1
picola west,VIC,2
kew east,VIC,952
giffard west,VIC,25
tempy,VIC,38
chirnside park,VIC,3128
eaglemont,VIC,579
waterloo,VIC,34
mount baw baw,VIC,15
mortlake,VIC,495
healesville,VIC,1847
lake tyers,VIC,183
turtons creek,VIC,31
glenalbyn,VIC,6
toolangi,VIC,80
williamstown north,VIC,1138
botanic ridge,VIC,376
duchembegarra,VIC,1
buangor,VIC,58
kialla east,VIC,7
christmas hills,VIC,68
middle footscray,VIC,2
cannum,VIC,2
hillcrest,VIC,13
coragulac,VIC,11
coronet bay,VIC,315
kirkstall,VIC,74
moorooduc south,VIC,1
tarneit gardens,VIC,2
culla,VIC,2
burnt creek,VIC,8
tangambalanga,VIC,72
