suburb,suburb_state,numCrimes
Dundee,NSW,10
Newcastle West,NSW,923
Mount Keira,NSW,57
Leycester,NSW,7
Crowther,NSW,2
Wyrallah,NSW,3
Neath,NSW,40
Little Forest,NSW,0
Bulla Creek,NSW,3
Braemar,NSW,32
Lane Cove West,NSW,119
Ashbury,NSW,55
Worrigee,NSW,191
The Meadows,NSW,0
Murrays Beach,NSW,20
Cobramunga,NSW,0
Crooble,NSW,1
Tathra,NSW,75
Padstow,NSW,634
Buckenbowra,NSW,0
Middle Brook,NSW,1
Spring Mountain,NSW,0
Pyramul,NSW,0
Wendoree Park,NSW,2
Richmond Lowlands,NSW,6
Brooms Head,NSW,27
Yetman,NSW,7
Codrington,NSW,2
Jones Creek,NSW,2
Buttai,NSW,3
South Windsor,NSW,594
Parraweena,NSW,2
Rose Valley,NSW,2
Castle Cove,NSW,37
Redbank,NSW,3
Cronulla,NSW,2336
Putta Bucca,NSW,14
Kahibah,NSW,90
Reids Flat,NSW,3
Baldersleigh,NSW,3
Mitchells Flat,NSW,6
Rand,NSW,10
Parkes,NSW,1315
Callala Bay,NSW,129
Duckenfield,NSW,0
Number One,NSW,1
Quaama,NSW,18
Lower Belford,NSW,5
East Albury,NSW,426
Stud Park,NSW,0
Central Mangrove,NSW,20
Tyndale,NSW,19
Barwon,NSW,1
Killarney Vale,NSW,463
Tempe,NSW,260
Hartley,NSW,19
Summer Hill,NSW,345
Fitzroy Falls,NSW,5
Mihi,NSW,0
Carlingford,NSW,899
Tura Beach,NSW,63
Marsden Park,NSW,413
Hazelbrook,NSW,306
Kearsley,NSW,74
Claymore,NSW,348
Corbie Hill,NSW,16
Cullerin,NSW,0
Currans Hill,NSW,174
Forest Glen,NSW,0
Gin Gin,NSW,5
Main Creek,NSW,1
Glenreagh,NSW,64
Mannus,NSW,2
Kiama Downs,NSW,80
Gilgandra,NSW,528
Windeyer,NSW,20
Shalvey,NSW,496
Peats Ridge,NSW,27
Colinroobie,NSW,5
Nana Glen,NSW,57
Frazers Creek,NSW,4
Emerald Beach,NSW,94
Terania Creek,NSW,5
Kurnell,NSW,133
Carnham,NSW,0
Black Hollow,NSW,0
Lewis Ponds,NSW,11
Emu Plains,NSW,495
South Lismore,NSW,327
Missabotti,NSW,11
Green Cape,NSW,1
Llanarth,NSW,59
Winifred,NSW,7
Point Clare,NSW,243
South Murwillumbah,NSW,186
Gurrundah,NSW,5
Ghoolendaadi,NSW,0
Yellow Pinch,NSW,5
Trangie,NSW,125
Dunedoo,NSW,82
Tarago,NSW,23
Cambewarra Village,NSW,15
Cuttagee,NSW,3
Boona Mount,NSW,0
Berry,NSW,119
Euabalong West,NSW,6
Wollun,NSW,3
Rosebank,NSW,10
Black Mountain,NSW,16
Bugaldie,NSW,3
Sapphire Beach,NSW,76
Pinny Beach,NSW,8
Tilbuster,NSW,5
Mirador,NSW,1
North Wollongong,NSW,718
Broughams Gate,NSW,0
Donald Creek,NSW,1
Tuppal,NSW,1
Bald Blair,NSW,0
Hatfield,NSW,1
Singleton Heights,NSW,359
Boro,NSW,1
Robin Hill,NSW,27
Curlwaa,NSW,31
McKellars Park,NSW,2
Airds,NSW,532
Grosses Plain,NSW,4
Yeoval,NSW,37
Bective,NSW,8
Tumut Plains,NSW,7
Limbri,NSW,9
Lapstone,NSW,61
Diggers Camp,NSW,2
Bingeebeebra Creek,NSW,1
Upper Wilsons Creek,NSW,9
Yelgun,NSW,431
Wingadee,NSW,0
Thornton,NSW,723
Oban,NSW,0
South Guyra,NSW,31
Werrington,NSW,800
Wang Wauk,NSW,2
Turondale,NSW,2
Napier Lane,NSW,0
Ryhope,NSW,5
Davidson,NSW,37
Boomi,NSW,13
Harris Park,NSW,534
Maianbar,NSW,5
Baw Baw,NSW,4
Dumaresq,NSW,2
Kingsford,NSW,692
Nabiac,NSW,106
Tambar Springs,NSW,24
North Albury,NSW,921
Lismore Heights,NSW,127
Kembla Heights,NSW,8
Hanging Rock,NSW,16
Voyager Point,NSW,34
Arndell Park,NSW,147
Banksmeadow,NSW,78
Turners Flat,NSW,2
Holts Flat,NSW,0
Mooney Mooney Creek,NSW,16
Cullen Bullen,NSW,30
Hyland Park,NSW,4
Newtown,NSW,2855
Nombi,NSW,2
Woonona,NSW,1066
Croudace Bay,NSW,10
Kunghur Creek,NSW,0
Temora,NSW,337
Dolans Bay,NSW,7
Binalong,NSW,18
Numbugga,NSW,5
Henley,NSW,60
Brombin,NSW,1
Unumgar,NSW,0
Berry Jerry,NSW,1
Billywillinga,NSW,0
North Avoca,NSW,65
Sallys Flat,NSW,2
Westbrook,NSW,6
Rock Forest,NSW,8
Dora Creek,NSW,193
Premer,NSW,12
Indi,NSW,1
Marchmont,NSW,4
Hartys Plains,NSW,1
Big Jacks Creek,NSW,0
Stanborough,NSW,0
Mondrook,NSW,4
Buckendoon,NSW,3
Menai,NSW,345
Morts Estate,NSW,37
Greendale,NSW,18
Surry Hills,NSW,4982
Brucedale,NSW,6
Bannister,NSW,0
Roseville,NSW,246
Tullimbar,NSW,16
Eagle Vale,NSW,302
Cathcart,NSW,4
Kerewong,NSW,6
St Albans,NSW,3
Bagotville,NSW,4
Cudmirrah,NSW,7
Lanitza,NSW,19
Marmong Point,NSW,23
Woomargama,NSW,4
Hill Top,NSW,74
Walbundrie,NSW,9
Lowther,NSW,3
Mount Arthur,NSW,11
Boomerang Beach,NSW,16
Redlands,NSW,0
Federal,NSW,13
Swanbrook,NSW,0
Baan Baa,NSW,17
Leconfield,NSW,2
Quiera,NSW,0
Anabranch South,NSW,7
Cougal,NSW,0
Mount Elliot,NSW,5
North Arm Cove,NSW,25
Forbes,NSW,1049
Buxton,NSW,63
Pambula Beach,NSW,20
Valentine,NSW,123
Jolly Nose,NSW,0
Bara,NSW,4
Hastings Point,NSW,46
East Kurrajong,NSW,33
Wanganui,NSW,0
Euroka,NSW,8
Bingie,NSW,7
Woronora Dam,NSW,0
Peelwood,NSW,3
Rookwood,NSW,12
East Kempsey,NSW,167
Congarinni,NSW,5
Frogs Hollow,NSW,1
Bandon Grove,NSW,1
Wymah,NSW,1
Mount Cooper,NSW,0
Kookabookra,NSW,2
Dabee,NSW,0
Godfreys Creek,NSW,2
Brierfield,NSW,5
Wantabadgery,NSW,7
Mount Frome,NSW,0
Bellevue Hill,NSW,257
Charlotte Bay,NSW,20
North Tumbulgum,NSW,18
Thumb Creek,NSW,0
Fosterton,NSW,1
Collingullie,NSW,30
Lawson,NSW,168
Gemalla,NSW,0
Brumby Plains,NSW,0
McGraths Hill,NSW,76
Valery,NSW,8
Mount View,NSW,10
Frogmore,NSW,8
Upper Main Arm,NSW,7
Yarramundi,NSW,24
Elong Elong,NSW,13
Avoca Beach,NSW,120
South Nowra,NSW,256
Towrang,NSW,2
Canoelands,NSW,2
Dollys Flat,NSW,0
Wombeyan Caves,NSW,3
Korora,NSW,131
Millah Murrah,NSW,0
Kogarah Bay,NSW,50
Allandale,NSW,7
Port Botany,NSW,17
Morton,NSW,9
Alfredtown,NSW,14
Wetherill Park,NSW,708
Tatton,NSW,62
Billeroy,NSW,0
Mount Dee,NSW,0
Broadwater,NSW,24
Green Point,NSW,284
Blue Mountains National Park,NSW,91
Round Mountain,NSW,16
Berala,NSW,321
Coomba Bay,NSW,7
Ashmont,NSW,914
Bolivia,NSW,5
Brookfield,NSW,8
Waverly,NSW,1
Dum Dum,NSW,13
Middle Brother,NSW,2
Mount Royal,NSW,1
Bullaburra,NSW,47
Barragga Bay,NSW,10
Ivanhoe,NSW,39
Old Bonalbo,NSW,2
Coorabell,NSW,12
Lockhart,NSW,80
O'Connell,NSW,9
Avon,NSW,3
The Glen,NSW,1
Burrill Lake,NSW,64
Grevillia,NSW,2
Countegany,NSW,0
Bredbo,NSW,21
Pretty Beach,NSW,12
Sofala,NSW,29
Manar,NSW,4
Mountain Top,NSW,0
Ropes Crossing,NSW,362
Mangoplah,NSW,13
Cullivel,NSW,0
Eureka,NSW,15
Fern Gully,NSW,1
Gordon,NSW,330
Harrington,NSW,87
Balmain,NSW,523
Jesmond,NSW,637
Kitchener,NSW,47
Yessabah,NSW,3
Sans Souci,NSW,435
Tallowwood Ridge,NSW,4
Cabarita Beach,NSW,50
Phegans Bay,NSW,6
Camellia,NSW,10
Koolkhan,NSW,4
Tabbimoble,NSW,4
Little Plain,NSW,2
Guildford West,NSW,233
Pinnacle Swamp,NSW,0
Martindale,NSW,5
Trundle,NSW,49
Woodlands,NSW,11
Kembla Grange,NSW,59
Mondayong,NSW,5
Upper Copmanhurst,NSW,2
Ben Bullen,NSW,5
Pointer Mountain,NSW,0
Clear Range,NSW,1
Greenwell Point,NSW,36
Burringbar,NSW,37
Wallabadah,NSW,11
Katoomba,NSW,1327
North Boambee Valley,NSW,132
Collaroy Plateau,NSW,108
Clybucca,NSW,11
Horseshoe Creek,NSW,0
Canadian Lead,NSW,0
Bobs Farm,NSW,36
Shark Creek,NSW,2
Bullagreen,NSW,5
Lue,NSW,9
Allambie Heights,NSW,159
The Freshwater,NSW,0
Upper Pappinbarra,NSW,4
Peakhurst Heights,NSW,73
Mungo Brush,NSW,7
Lower Macdonald,NSW,9
Lake Tabourie,NSW,33
Ulong,NSW,10
Mangrove Creek,NSW,0
Brocklehurst,NSW,21
Nyrang Creek,NSW,1
Brewongle,NSW,1
Merewether,NSW,758
Bruie Plains,NSW,0
Boambolo,NSW,2
Mallowa,NSW,1
Dilpurra,NSW,4
Kew,NSW,71
Gilmore,NSW,15
Wooli,NSW,36
Ultimo,NSW,988
Cookamidgera,NSW,6
Cundle Flat,NSW,0
Braemar Bay,NSW,1
Wallarah,NSW,16
Bowral,NSW,671
West Bathurst,NSW,330
Lucknow,NSW,25
Tullymorgan,NSW,5
Diamond Beach,NSW,31
Upper Myall,NSW,0
Yanco,NSW,85
Mount Rivers,NSW,2
Bermagui,NSW,100
Halekulani,NSW,109
Canley Heights,NSW,607
Allworth,NSW,12
Waldegrave,NSW,1
Boco,NSW,0
Port Macquarie,NSW,3521
Glenning Valley,NSW,48
Canbelego,NSW,4
Rockley,NSW,24
Eccleston,NSW,0
Hamlyn Terrace,NSW,340
Mount Colah,NSW,133
Aarons Pass,NSW,8
Toms Creek,NSW,1
Cranebrook,NSW,874
Bohnock,NSW,0
Taree,NSW,2947
Green Gully,NSW,10
Montefiores,NSW,35
West Ballina,NSW,270
Mount Pritchard,NSW,542
Tullamore,NSW,37
Tregeagle,NSW,7
Manildra,NSW,35
Bega,NSW,532
The Pocket,NSW,4
Woodhill,NSW,0
Glen Innes,NSW,693
Eraring,NSW,13
Woy Woy Bay,NSW,16
East Branxton,NSW,62
Bogan Gate,NSW,27
Wylie Creek,NSW,4
Moorbel,NSW,5
Wagstaffe,NSW,19
Urangeline,NSW,0
Smiths Lake,NSW,38
Cecil Park,NSW,24
Tonderburine,NSW,0
Denistone West,NSW,13
Canton Beach,NSW,44
Ulladulla,NSW,711
Glen Alpine,NSW,89
Levenstrath,NSW,0
Deepwater,NSW,34
Tambaroora,NSW,3
Burra,NSW,26
Davis Creek,NSW,0
Hamilton South,NSW,565
Gregadoo,NSW,25
Darkwood,NSW,8
Rosehill,NSW,394
Killara,NSW,207
Milbrodale,NSW,8
Bombo,NSW,23
Ophir,NSW,17
Dumaresq Valley,NSW,0
Arncliffe,NSW,566
Booragul,NSW,171
Ellerston,NSW,0
Gearys Flat,NSW,0
Ballimore,NSW,9
Darawank,NSW,41
Galong,NSW,8
Guyra,NSW,161
Bumbalong,NSW,0
Minjary,NSW,24
Bournewood,NSW,0
Mylneford,NSW,1
Duri,NSW,9
Bundabah,NSW,2
Copmanhurst,NSW,19
Moulamein,NSW,22
Wirrinya,NSW,6
Willurah,NSW,0
Ooma,NSW,0
Rowena,NSW,9
Mayers Flat,NSW,0
Birmingham Gardens,NSW,185
Moama,NSW,447
Maxwell,NSW,4
Nullica,NSW,0
Anabranch North,NSW,1
Pilot Wilderness,NSW,0
Washpool,NSW,0
Akolele,NSW,26
Glen Oak,NSW,4
Booti Booti,NSW,3
Mosman,NSW,986
Pelaw Main,NSW,78
Corindi Beach,NSW,137
Rocky Creek,NSW,1
Minmi,NSW,34
Mangerton,NSW,292
Way Way,NSW,3
Gorge Creek,NSW,0
South Albury,NSW,246
Morning Bay,NSW,0
Kingscliff,NSW,570
Nowendoc,NSW,6
Bimbimbie,NSW,5
North Turramurra,NSW,74
Balldale,NSW,6
Tocumwal,NSW,202
Warilla,NSW,593
Wollar,NSW,10
Utungun,NSW,1
Rockton,NSW,2
Canowindra,NSW,163
Doctor George Mountain,NSW,0
Trewilga,NSW,0
Brushgrove,NSW,17
Woodville,NSW,5
Tygalgah,NSW,5
Glen Martin,NSW,4
Varroville,NSW,17
Cherry Tree Hill,NSW,0
Glenmore Park,NSW,660
Thora,NSW,11
Ingleside,NSW,30
Rivertree,NSW,0
Bendemeer,NSW,41
Carrathool,NSW,12
Bumbaldry,NSW,5
Cowabbie,NSW,1
Bora Ridge,NSW,1
Bray Park,NSW,44
St Johns Park,NSW,170
Blandford,NSW,6
Rowlands Creek,NSW,8
Werai,NSW,2
Terreel,NSW,2
Guyong,NSW,1
Mayfield West,NSW,182
Jerseyville,NSW,6
Dawes Point,NSW,76
Hereford Hall,NSW,0
Weston,NSW,400
Nullo Mountain,NSW,0
Roseberry,NSW,1
Glenwood,NSW,353
Dairymans Plains,NSW,6
Bindera,NSW,2
Warners Bay,NSW,444
New Brighton,NSW,26
Coramba,NSW,36
Green Hills,NSW,1
Morago,NSW,1
Kickabil,NSW,4
Barry,NSW,5
Edrom,NSW,1
Deep Creek,NSW,14
Tombong,NSW,1
Little Billabong,NSW,5
Jaspers Brush,NSW,19
Duns Creek,NSW,11
Berowra Heights,NSW,98
North Bourke,NSW,19
Beresfield,NSW,1080
Mount Horeb,NSW,1
Dundurrabin,NSW,16
Hay South,NSW,91
Chatswood West,NSW,17
Batemans Bay,NSW,768
Lee Creek,NSW,1
Howick,NSW,0
Big Springs,NSW,13
Rozelle,NSW,568
Waitui,NSW,2
Meringo,NSW,3
Werombi,NSW,27
North Wagga Wagga,NSW,65
Glenrock,NSW,0
Brookong,NSW,0
Silverwater,NSW,232
Pericoe,NSW,1
Camden South,NSW,103
Warialda Rail,NSW,9
Bucca,NSW,20
Upper Tooloom,NSW,6
Largs,NSW,50
Waugorah,NSW,1
Naradhan,NSW,7
Barcoongere,NSW,47
Balgownie,NSW,189
Yalwal,NSW,1
New Berrima,NSW,14
Jacky Bulbin Flat,NSW,3
Wheeler Heights,NSW,57
Fountaindale,NSW,34
Telarah,NSW,312
Colly Blue,NSW,1
Towradgi,NSW,411
Schofields,NSW,724
Jews Lagoon,NSW,0
Ulan,NSW,8
Yippin Creek,NSW,20
Lostock,NSW,1
St Helens Park,NSW,178
Kyarran,NSW,0
Tallwoods Village,NSW,12
Merrygoen,NSW,6
Chilcotts Grass,NSW,3
Barkers Vale,NSW,3
Asquith,NSW,192
Cabarita,NSW,78
Reefton,NSW,2
Dargan,NSW,4
Savernake,NSW,1
Piney Range,NSW,1
Narellan Vale,NSW,228
Magenta,NSW,29
Newee Creek,NSW,5
Collector,NSW,17
Shoal Bay,NSW,251
Paddys Flat,NSW,1
Terrigal,NSW,650
Wyndham,NSW,8
Mogo,NSW,57
Fine Flower,NSW,0
Central Colo,NSW,3
Black Range,NSW,4
Central Tilba,NSW,8
Cadgee,NSW,0
Waratah West,NSW,213
Narrawallee,NSW,31
Wolgan Valley,NSW,0
Numinbah,NSW,7
Yarra,NSW,23
Bar Point,NSW,7
Robertson,NSW,59
Breakfast Creek,NSW,0
Kameruka,NSW,2
Chakola,NSW,5
Rose Bay,NSW,427
Quambone,NSW,29
Chilcotts Creek,NSW,1
Possum Brush,NSW,19
Bonny Hills,NSW,69
Liberty Grove,NSW,60
Paringi,NSW,7
Elrington,NSW,8
Broken Hill,NSW,2783
Warrawidgee,NSW,4
Strathcedar,NSW,0
Waverton,NSW,133
Shooters Hill,NSW,2
Angourie,NSW,15
Hardys Bay,NSW,17
Yarrawa,NSW,1
Boomey,NSW,1
Broulee,NSW,97
Pine Camp,NSW,0
Krawarree,NSW,2
Wallabi Point,NSW,25
Canley Vale,NSW,723
Gundary,NSW,5
Marrar,NSW,11
Murrumbateman,NSW,49
Old Bar,NSW,243
Debenham,NSW,0
Balmoral,NSW,18
Jamberoo,NSW,45
Kiwarrak,NSW,11
Eleebana,NSW,129
Morundah,NSW,6
Brandy Hill,NSW,9
Fairfield West,NSW,431
Westwood,NSW,0
Tuggerah,NSW,762
Surf Beach,NSW,72
Mountain Creek,NSW,0
Balcolyn,NSW,27
Coombadjha,NSW,2
Kooragang,NSW,27
Kindervale,NSW,0
Jerrabattgulla,NSW,0
Curl Curl,NSW,72
Londonderry,NSW,210
Pomeroy,NSW,7
Upper Growee,NSW,0
Clydesdale,NSW,4
Manilla,NSW,231
Lake Haven,NSW,636
Woombah,NSW,21
Wooyung,NSW,18
Dyraaba,NSW,1
Sandy Crossing,NSW,1
Mannering Park,NSW,137
Watsons Bay,NSW,120
Wheeny Creek,NSW,7
Walcha Road,NSW,5
Dunkeld,NSW,1
Six Mile Swamp,NSW,0
Yellow Rock,NSW,36
Shellharbour,NSW,234
Modanville,NSW,9
Deua,NSW,0
Dundas Valley,NSW,238
Croppa Creek,NSW,3
Wattle Grove,NSW,204
New Mexico,NSW,3
Woodenbong,NSW,90
Birchgrove,NSW,111
Riverside,NSW,10
Longueville,NSW,49
Goobarragandra,NSW,0
Sandigo,NSW,4
Barigan,NSW,3
Moolpa,NSW,9
Gum Scrub,NSW,5
Berambing,NSW,5
Omadale,NSW,1
Conimbia,NSW,0
Freemans Waterhole,NSW,73
Littleton,NSW,44
Arable,NSW,0
Gala Vale,NSW,0
Oatlands,NSW,138
Geehi,NSW,3
Cremorne,NSW,297
French Park,NSW,0
Lakelands,NSW,32
Moorilda,NSW,1
Brunswick Heads,NSW,295
Berrico,NSW,0
Quorrobolong,NSW,14
Elvina Bay,NSW,5
Cottage Point,NSW,4
Rossgole,NSW,0
Windellama,NSW,11
Maragle,NSW,5
Longreach,NSW,5
Kanangra,NSW,4
Coomealla,NSW,144
Bellmount Forest,NSW,1
Carabost,NSW,2
Mossy Point,NSW,11
Beelbangera,NSW,23
Wapengo,NSW,9
Olinda,NSW,2
Kundibakh,NSW,2
Ganmain,NSW,41
Yalbraith,NSW,0
Marks Point,NSW,179
Harolds Cross,NSW,4
Church Point,NSW,136
Annandale,NSW,399
Budderoo,NSW,1
Goolmangar,NSW,6
Minore,NSW,6
Manchester Square,NSW,0
Meroo Meadow,NSW,15
Balaclava,NSW,16
Gilgunnia,NSW,1
Deniliquin,NSW,980
Tichborne,NSW,2
Mallan,NSW,0
Comberton,NSW,2
Dunoon,NSW,21
Carrington,NSW,172
Gidginbung,NSW,5
Aldavilla,NSW,26
Wild Cattle Creek,NSW,0
Little Pelican,NSW,4
Ashford,NSW,56
Hernani,NSW,3
St Ives Chase,NSW,32
Aratula,NSW,0
Clarence Town,NSW,68
Jones Island,NSW,10
Camden Park,NSW,42
Woodside,NSW,5
Woolooware,NSW,338
Elcombe,NSW,3
Collaroy,NSW,297
Blaxland,NSW,432
Timbillica,NSW,3
Falconer,NSW,0
Queanbeyan East,NSW,319
Crosslands,NSW,8
Jinden,NSW,3
Winton,NSW,5
Henty,NSW,36
Primbee,NSW,89
Lithgow,NSW,799
Maldon,NSW,0
Talarm,NSW,11
Bald Ridge,NSW,6
Mutawintji,NSW,0
Harpers Hill,NSW,4
Yass,NSW,431
Waterview Heights,NSW,32
Walcha,NSW,126
Kandos,NSW,127
Freshwater,NSW,237
Homebush West,NSW,401
Blackett,NSW,531
Wahroonga,NSW,396
Hampton,NSW,6
Tacoma,NSW,44
Coolatai,NSW,6
Queanbeyan,NSW,1265
Tooloon,NSW,0
Tooloom,NSW,0
Wollongbar,NSW,94
The Channon,NSW,12
Fosters Valley,NSW,3
Kains Flat,NSW,19
Carlton,NSW,396
Crangan Bay,NSW,9
Chipping Norton,NSW,413
Cudgera Creek,NSW,14
Tenandra,NSW,1
Neringla,NSW,0
Toolijooa,NSW,0
Jerrong,NSW,1
Runnyford,NSW,2
Yarramalong,NSW,7
Point Wolstoncroft,NSW,3
Cooperabung,NSW,10
Ambarvale,NSW,511
Bilbul,NSW,20
Pillar Valley,NSW,8
Lower Pappinbarra,NSW,5
Dewitt,NSW,1
Monivae,NSW,0
Mogriguy,NSW,6
Derriwong,NSW,6
Gowang,NSW,2
Maybole,NSW,0
Enfield,NSW,96
Mernot,NSW,0
Tarbuck Bay,NSW,1
Mount George,NSW,31
Kianga,NSW,25
Cowan,NSW,42
Mallanganee,NSW,9
Brocklesby,NSW,5
Estella,NSW,35
Bonville,NSW,132
Kanoona,NSW,0
Whiteman Creek,NSW,6
Kotara South,NSW,57
Waverley,NSW,370
Calamia,NSW,0
Lost River,NSW,0
Newcastle,NSW,1169
Murwillumbah,NSW,550
Palmdale,NSW,5
Black Springs,NSW,6
Baxters Ridge,NSW,0
Woodbine,NSW,97
Leura,NSW,277
Stanhope Gardens,NSW,259
Saratoga,NSW,72
Doyalson,NSW,90
Upper Dartbrook,NSW,3
Wingen,NSW,11
Drake,NSW,66
Bylong,NSW,13
Lake Wyangan,NSW,31
Malua Bay,NSW,69
Newcastle East,NSW,176
Rosemeath,NSW,0
Forster,NSW,1576
Sherwood,NSW,9
Bucca Wauka,NSW,8
Appin,NSW,96
New Lambton Heights,NSW,147
Austinmer,NSW,85
Pine Lodge,NSW,0
Essington,NSW,1
Mebul,NSW,0
Newbold,NSW,1
Goodooga,NSW,34
Hickeys Creek,NSW,5
Enngonia,NSW,61
Raymond Terrace,NSW,1852
Belmont,NSW,1035
Dandaloo,NSW,13
Greenhills Beach,NSW,32
Binna Burra,NSW,3
Regentville,NSW,63
Long Beach,NSW,33
Wentworthville,NSW,808
Koonyum Range,NSW,0
Culburra Beach,NSW,214
Len Waters Estate,NSW,25
Acacia Creek,NSW,1
Corlette,NSW,154
Kindee,NSW,7
Hurstville Grove,NSW,78
West Wallsend,NSW,183
Rocky Point,NSW,11
Oura,NSW,6
Mount Kuring-Gai,NSW,69
Dhuragoon,NSW,0
Coralville,NSW,5
Ariah Park,NSW,17
Bectric,NSW,0
Loomberah,NSW,5
Haystack,NSW,0
Goorangoola,NSW,5
Lilyvale,NSW,2
Suntop,NSW,5
Jerrara,NSW,1
Niagara Park,NSW,180
Lagoon Grass,NSW,0
Purfleet,NSW,46
Caffreys Flat,NSW,1
Homebush,NSW,627
Salt Ash,NSW,92
North Macquarie,NSW,7
Middle Cove,NSW,31
Yarratt Forest,NSW,1
Albion Park Rail,NSW,574
Bulli,NSW,507
Corinella,NSW,0
Kerrs Creek,NSW,2
Burwood,NSW,2215
Bulla,NSW,0
Barretts Creek,NSW,0
Cooks Gap,NSW,13
Couragago,NSW,0
Molong,NSW,112
Surfside,NSW,56
Yagon,NSW,0
Argents Hill,NSW,11
Bossley Park,NSW,357
Hillsdale,NSW,208
Jewells,NSW,117
Whittingham,NSW,38
Upper Horseshoe Creek,NSW,9
Maitland,NSW,1853
Goonumbla,NSW,4
Obanvale,NSW,1
Aberglasslyn,NSW,268
Woodberry,NSW,423
Mount Hutton,NSW,377
Alstonville,NSW,212
Rosewood,NSW,20
Kikoira,NSW,1
Cunningar,NSW,10
Wallingat,NSW,0
Brunkerville,NSW,5
Windermere,NSW,4
Alma Park,NSW,0
Porters Creek,NSW,0
Kimbriki,NSW,10
Quialigo,NSW,1
Kapooka,NSW,4
Langley Vale,NSW,9
Wollstonecraft,NSW,217
Big Hill,NSW,6
Wantagong,NSW,1
Moombooldool,NSW,0
Jerrys Plains,NSW,9
Booerie Creek,NSW,6
Rushforth,NSW,3
Deua River Valley,NSW,5
Glenroy,NSW,114
Megalong Valley,NSW,9
North St Marys,NSW,584
Wisemans Creek,NSW,0
Leadville,NSW,4
Narrangullen,NSW,1
Ferodale,NSW,41
Dalswinton,NSW,0
Dunbible,NSW,17
Mullengudgery,NSW,1
Woongarrah,NSW,153
Rosebery,NSW,684
Tahlee,NSW,1
Toowoon Bay,NSW,57
Bago,NSW,4
Kanahooka,NSW,127
Woollahra,NSW,332
Wrights Beach,NSW,0
Denhams Beach,NSW,39
Medway,NSW,10
Dorrigo Mountain,NSW,10
Rocky Glen,NSW,3
Dhulura,NSW,6
Nerriga,NSW,15
Bureen,NSW,0
Dilkoon,NSW,0
Dry Plain,NSW,3
The Branch,NSW,9
Cascade,NSW,0
Douglas Park,NSW,75
Tapitallee,NSW,12
Burren Junction,NSW,11
Gocup,NSW,3
Cooplacurripa,NSW,0
Toongabbie,NSW,1048
Bundella,NSW,3
Bulliac,NSW,3
Clifden,NSW,0
Wallaroo,NSW,25
Calderwood,NSW,21
Wyangle,NSW,1
Kremnos,NSW,7
Canterbury,NSW,580
Breadalbane,NSW,2
Tacoma South,NSW,12
Duramana,NSW,6
Wyong Creek,NSW,15
Westdale,NSW,136
Dalmorton,NSW,1
Tregear,NSW,792
Lethbridge Park,NSW,721
Georgica,NSW,8
Jerangle,NSW,5
Stockton,NSW,382
Fernside,NSW,2
Stannum,NSW,2
Trentham Cliffs,NSW,6
Greigs Flat,NSW,1
Urila,NSW,2
Meerschaum Vale,NSW,3
Grenfell,NSW,128
Alison,NSW,6
Four Mile Creek,NSW,2
Newstead,NSW,0
The Whiteman,NSW,1
Rileys Hill,NSW,4
Granville,NSW,3206
Murrumbucca,NSW,4
Boree Creek,NSW,10
Klori,NSW,0
Lade Vale,NSW,2
Coffs Harbour,NSW,4862
Myrtle Creek,NSW,0
Ournie,NSW,0
Towallum,NSW,0
Esk,NSW,0
Springfield,NSW,229
South Maroota,NSW,14
Byangum,NSW,6
Flinders,NSW,215
Charles Sturt University,NSW,16
Cobar Park,NSW,1
Bookram,NSW,1
Busby,NSW,295
Joes Box,NSW,1
Bradbury,NSW,442
Gwandalan,NSW,150
Mowbray Park,NSW,3
Mulwala,NSW,149
Aylmerton,NSW,3
Limpinwood,NSW,4
Whitlow,NSW,2
Mount Wilson,NSW,4
Bunyan,NSW,4
Coonamble,NSW,901
Dog Rocks,NSW,1
South Kempsey,NSW,690
Camden Head,NSW,3
Knockrow,NSW,2
Yarrawonga,NSW,24
Sawpit Creek,NSW,0
Buronga,NSW,113
Arthurville,NSW,4
Nooroo,NSW,2
Noona,NSW,0
Quandary,NSW,0
Gungal,NSW,10
Upper Nile,NSW,0
Brighton-le-Sands,NSW,553
Rye Park,NSW,12
Gregory Hills,NSW,339
Tuggerawong,NSW,58
Bald Hills,NSW,3
Mayrung,NSW,0
Braefield,NSW,1
Hoskinstown,NSW,2
Woodsreef,NSW,4
Tumblong,NSW,15
Bombowlee Creek,NSW,1
Canada Bay,NSW,40
Potts Hill,NSW,70
Leppington,NSW,678
Gilgai,NSW,43
Corrimal,NSW,798
Talbingo,NSW,14
Macquarie Marshes,NSW,2
Zetland,NSW,567
Bangalee,NSW,12
Sawyers Gully,NSW,52
Muttama,NSW,11
Pimlico Island,NSW,0
Goonellabah,NSW,936
Crystal Creek,NSW,6
Tharbogang,NSW,33
Bodangora,NSW,5
Greystanes,NSW,720
Cumnock,NSW,29
Fishing Point,NSW,25
St George,NSW,4
Kincumber South,NSW,14
Marrickville,NSW,2601
Bengalla,NSW,1
Frog Rock,NSW,8
Lemon Tree Passage,NSW,137
Cedar Party,NSW,5
Caringbah South,NSW,264
Numeralla,NSW,5
Lake Burrendong,NSW,0
Farley,NSW,16
Duckmaloi,NSW,0
Lavington,NSW,1488
Eumungerie,NSW,17
Wattle Flat,NSW,11
Rawdon Island,NSW,2
Hill End,NSW,8
Dangelong,NSW,3
Five Dock,NSW,523
Wingham,NSW,445
Jannali,NSW,289
