Suburb/Town Name,Offence Count
NUNAWADING,3
NUNAWADING,16
NUNAWADING,70
NUNAWADING,7
NUNAWADING,3
NUNAWADING,106
NUNAWADING,1
NUNAWADING,1
NUNAWADING,5
NUNAWADING,26
NUNAWADING,15
NUNAWADING,19
NUNAWADING,3
NUNAWADING,9
NUNAWADING,43
NUNAWADING,1
NUNAWADING,1
MITCHAM,94
MITCHAM,7
MITCHAM,5
MITCHAM,62
MITCHAM,4
MITCHAM,3
MITCHAM,97
MITCHAM,44
MITCHAM,73
MITCHAM,50
MITCHAM,8
MITCHAM,11
MITCHAM,71
MITCHAM,4
MITCHAM,865
MITCHAM,3
MITCHAM,1
MITCHAM,10
MITCHAM,3
MITCHAM,42
MITCHAM,8
MITCHAM,28
MITCHAM,2
MITCHAM,1
MITCHAM,5
MITCHAM,108
MITCHAM,1
VERMONT,60
VERMONT,1
VERMONT,35
VERMONT,40
VERMONT,15
VERMONT,61
VERMONT,3
VERMONT,9
VERMONT,26
VERMONT,2
VERMONT,29
VERMONT,2
VERMONT,1
VERMONT,13
VERMONT,4
VERMONT,7
VERMONT,2
VERMONT,3
VERMONT,45
VERMONT SOUTH,91
VERMONT SOUTH,2
VERMONT SOUTH,21
VERMONT SOUTH,69
VERMONT SOUTH,21
VERMONT SOUTH,55
VERMONT SOUTH,23
VERMONT SOUTH,6
VERMONT SOUTH,41
VERMONT SOUTH,3
VERMONT SOUTH,22
VERMONT SOUTH,6
VERMONT SOUTH,7
VERMONT SOUTH,9
VERMONT SOUTH,1
VERMONT SOUTH,2
VERMONT SOUTH,13
RINGWOOD,353
RINGWOOD,4
RINGWOOD,1
RINGWOOD,202
RINGWOOD,14
RINGWOOD,3
RINGWOOD,8
RINGWOOD,128
RINGWOOD,118
RINGWOOD,207
RINGWOOD,238
RINGWOOD,12
RINGWOOD,62
RINGWOOD,2
RINGWOOD,257
RINGWOOD,20
RINGWOOD,150
RINGWOOD,4
RINGWOOD,1
RINGWOOD,38
RINGWOOD,2
RINGWOOD,84
RINGWOOD,84
RINGWOOD,126
RINGWOOD,9
RINGWOOD,1
RINGWOOD,60
RINGWOOD,865
RINGWOOD,3
RINGWOOD,3
RINGWOOD,2
RINGWOOD NORTH,31
RINGWOOD NORTH,2
RINGWOOD NORTH,26
RINGWOOD NORTH,1
RINGWOOD NORTH,1
RINGWOOD NORTH,28
RINGWOOD NORTH,15
RINGWOOD NORTH,49
RINGWOOD NORTH,7
RINGWOOD NORTH,2
RINGWOOD NORTH,10
RINGWOOD NORTH,27
RINGWOOD NORTH,4
RINGWOOD NORTH,11
RINGWOOD NORTH,5
RINGWOOD NORTH,4
RINGWOOD NORTH,4
RINGWOOD NORTH,18
RINGWOOD NORTH,14
RINGWOOD NORTH,2
RINGWOOD NORTH,6
RINGWOOD NORTH,4
RINGWOOD NORTH,12
WARRANDYTE SOUTH,1
WARRANDYTE SOUTH,1
WARRANDYTE SOUTH,4
WARRANDYTE SOUTH,1
WARRANDYTE SOUTH,1
WARRANDYTE SOUTH,1
WARRANDYTE SOUTH,1
WARRANWOOD,10
WARRANWOOD,6
WARRANWOOD,9
WARRANWOOD,4
WARRANWOOD,11
WARRANWOOD,5
WARRANWOOD,1
WARRANWOOD,4
WARRANWOOD,2
WARRANWOOD,1
WARRANWOOD,4
HEATHMONT,94
HEATHMONT,2
HEATHMONT,29
HEATHMONT,1
HEATHMONT,1
HEATHMONT,46
HEATHMONT,17
HEATHMONT,64
HEATHMONT,3
HEATHMONT,1
HEATHMONT,12
HEATHMONT,34
HEATHMONT,5
HEATHMONT,21
HEATHMONT,8
HEATHMONT,9
HEATHMONT,21
HEATHMONT,11
HEATHMONT,10
HEATHMONT,5
HEATHMONT,5
HEATHMONT,25
HEATHMONT,2
RINGWOOD EAST,102
RINGWOOD EAST,4
RINGWOOD EAST,50
RINGWOOD EAST,2
RINGWOOD EAST,1
RINGWOOD EAST,37
RINGWOOD EAST,37
RINGWOOD EAST,75
RINGWOOD EAST,16
RINGWOOD EAST,9
RINGWOOD EAST,7
RINGWOOD EAST,1
RINGWOOD EAST,64
RINGWOOD EAST,4
RINGWOOD EAST,16
RINGWOOD EAST,1
RINGWOOD EAST,13
RINGWOOD EAST,12
RINGWOOD EAST,26
RINGWOOD EAST,2
RINGWOOD EAST,12
RINGWOOD EAST,29
RINGWOOD EAST,1
RINGWOOD EAST,2
CROYDON,314
CROYDON,6
CROYDON,170
CROYDON,22
CROYDON,2
CROYDON,9
CROYDON,121
CROYDON,86
CROYDON,152
CROYDON,67
CROYDON,12
CROYDON,92
CROYDON,155
CROYDON,23
CROYDON,109
CROYDON,8
CROYDON,1
CROYDON,36
CROYDON,9
CROYDON,177
CROYDON,71
CROYDON,86
CROYDON,9
CROYDON,22
CROYDON,209
CROYDON,1
CROYDON,2
CROYDON HILLS,17
CROYDON HILLS,4
CROYDON HILLS,7
CROYDON HILLS,7
CROYDON HILLS,5
CROYDON HILLS,34
CROYDON HILLS,2
CROYDON HILLS,1
CROYDON HILLS,7
CROYDON HILLS,1
CROYDON HILLS,2
CROYDON HILLS,4
CROYDON HILLS,1
CROYDON HILLS,4
CROYDON HILLS,1
CROYDON HILLS,12
CROYDON NORTH,28
CROYDON NORTH,4
CROYDON NORTH,2
CROYDON NORTH,20
CROYDON NORTH,1
CROYDON NORTH,1
CROYDON NORTH,33
CROYDON NORTH,11
CROYDON NORTH,33
CROYDON NORTH,7
CROYDON NORTH,6
CROYDON NORTH,16
CROYDON NORTH,2
CROYDON NORTH,5
CROYDON NORTH,1
CROYDON NORTH,6
CROYDON NORTH,11
CROYDON NORTH,1
CROYDON NORTH,5
CROYDON NORTH,1
CROYDON NORTH,34
CROYDON SOUTH,21
CROYDON SOUTH,13
CROYDON SOUTH,2
CROYDON SOUTH,10
CROYDON SOUTH,8
CROYDON SOUTH,31
CROYDON SOUTH,6
CROYDON SOUTH,1
CROYDON SOUTH,2
CROYDON SOUTH,19
CROYDON SOUTH,1
CROYDON SOUTH,10
CROYDON SOUTH,5
CROYDON SOUTH,8
CROYDON SOUTH,10
CROYDON SOUTH,1
CROYDON SOUTH,5
CROYDON SOUTH,10
KILSYTH,124
KILSYTH,2
KILSYTH,2
KILSYTH,84
KILSYTH,15
KILSYTH,6
KILSYTH,55
KILSYTH,38
KILSYTH,65
KILSYTH,17
KILSYTH,2
KILSYTH,22
KILSYTH,110
KILSYTH,6
KILSYTH,62
KILSYTH,1
KILSYTH,10
KILSYTH,1
KILSYTH,34
KILSYTH,42
KILSYTH,10
KILSYTH,1
KILSYTH,3
KILSYTH,97
KILSYTH SOUTH,19
KILSYTH SOUTH,7
KILSYTH SOUTH,20
KILSYTH SOUTH,6
KILSYTH SOUTH,17
KILSYTH SOUTH,2
KILSYTH SOUTH,11
KILSYTH SOUTH,2
KILSYTH SOUTH,2
KILSYTH SOUTH,3
KILSYTH SOUTH,4
KILSYTH SOUTH,2
KILSYTH SOUTH,6
MOOROOLBARK,268
MOOROOLBARK,7
MOOROOLBARK,1
MOOROOLBARK,104
MOOROOLBARK,15
MOOROOLBARK,8
MOOROOLBARK,5
MOOROOLBARK,69
MOOROOLBARK,51
MOOROOLBARK,110
MOOROOLBARK,36
MOOROOLBARK,9
MOOROOLBARK,45
MOOROOLBARK,1
MOOROOLBARK,63
MOOROOLBARK,14
MOOROOLBARK,60
MOOROOLBARK,1
MOOROOLBARK,14
MOOROOLBARK,4
MOOROOLBARK,99
MOOROOLBARK,56
MOOROOLBARK,32
MOOROOLBARK,5
MOOROOLBARK,15
MOOROOLBARK,196
MOOROOLBARK,2
BEENAK,1
BEENAK,1
BEENAK,1
BEENAK,1
DON VALLEY,1
DON VALLEY,1
DON VALLEY,1
DON VALLEY,2
DON VALLEY,3
DON VALLEY,1
DON VALLEY,3
DON VALLEY,3
DON VALLEY,1
HODDLES CREEK,2
HODDLES CREEK,4
HODDLES CREEK,1
HODDLES CREEK,1
HODDLES CREEK,1
HODDLES CREEK,1
HODDLES CREEK,1
LAUNCHING PLACE,11
LAUNCHING PLACE,7
LAUNCHING PLACE,8
LAUNCHING PLACE,1
LAUNCHING PLACE,4
LAUNCHING PLACE,15
LAUNCHING PLACE,5
LAUNCHING PLACE,9
LAUNCHING PLACE,1
LAUNCHING PLACE,1
LAUNCHING PLACE,2
LAUNCHING PLACE,3
LAUNCHING PLACE,8
SEVILLE,14
SEVILLE,1
SEVILLE,7
SEVILLE,1
SEVILLE,5
SEVILLE,2
SEVILLE,3
SEVILLE,4
SEVILLE,3
SEVILLE,19
SEVILLE,2
SEVILLE,2
SEVILLE,2
SEVILLE,1
SEVILLE,3
SEVILLE,19
SEVILLE,1
SEVILLE EAST,5
SEVILLE EAST,2
SEVILLE EAST,1
SEVILLE EAST,2
SEVILLE EAST,3
SEVILLE EAST,3
WANDIN,4
WANDIN,1
WANDIN,1
WANDIN,3
WANDIN,3
WANDIN,1
WANDIN,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,3
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN EAST,1
WANDIN NORTH,7
WANDIN NORTH,3
WANDIN NORTH,6
WANDIN NORTH,10
WANDIN NORTH,1
WANDIN NORTH,9
WANDIN NORTH,6
WANDIN NORTH,4
WANDIN NORTH,3
WANDIN NORTH,4
WANDIN NORTH,15
WANDIN NORTH,1
WANDIN NORTH,1
WANDIN NORTH,3
WANDIN NORTH,10
WANDIN NORTH,16
WANDIN NORTH,6
WANDIN NORTH,1
WANDIN NORTH,7
WOORI YALLOCK,27
WOORI YALLOCK,1
WOORI YALLOCK,13
WOORI YALLOCK,1
WOORI YALLOCK,7
WOORI YALLOCK,3
WOORI YALLOCK,8
WOORI YALLOCK,6
WOORI YALLOCK,1
WOORI YALLOCK,1
WOORI YALLOCK,4
WOORI YALLOCK,5
WOORI YALLOCK,1
WOORI YALLOCK,5
WOORI YALLOCK,16
YELLINGBO,7
YELLINGBO,5
YELLINGBO,7
YELLINGBO,14
YELLINGBO,23
YELLINGBO,5
YELLINGBO,1
YELLINGBO,4
YELLINGBO,9
YELLINGBO,2
YELLINGBO,3
LILLYDALE,1
LILYDALE,221
LILYDALE,13
LILYDALE,1
LILYDALE,192
LILYDALE,20
LILYDALE,2
LILYDALE,4
LILYDALE,66
LILYDALE,43
LILYDALE,120
LILYDALE,84
LILYDALE,10
LILYDALE,37
LILYDALE,1
LILYDALE,125
LILYDALE,7
LILYDALE,122
LILYDALE,20
LILYDALE,1
LILYDALE,17
LILYDALE,5
LILYDALE,87
LILYDALE,58
LILYDALE,69
LILYDALE,17
LILYDALE,1
LILYDALE,35
LILYDALE,239
LILYDALE,5
LILYDALE,2
LILYDALE,3
SOUTH YARRA,268
SOUTH YARRA,1
SOUTH YARRA,161
SOUTH YARRA,12
SOUTH YARRA,2
SOUTH YARRA,20
SOUTH YARRA,264
SOUTH YARRA,100
SOUTH YARRA,389
SOUTH YARRA,116
SOUTH YARRA,90
SOUTH YARRA,52
SOUTH YARRA,284
SOUTH YARRA,11
SOUTH YARRA,176
SOUTH YARRA,2
SOUTH YARRA,2
SOUTH YARRA,3
SOUTH YARRA,28
SOUTH YARRA,3
SOUTH YARRA,108
SOUTH YARRA,62
SOUTH YARRA,127
SOUTH YARRA,6
SOUTH YARRA,24
SOUTH YARRA,113
SOUTH YARRA,2
SOUTH YARRA,2
TOORAK,99
TOORAK,1
TOORAK,52
TOORAK,2
TOORAK,19
TOORAK,152
TOORAK,38
TOORAK,149
TOORAK,21
TOORAK,18
TOORAK,9
TOORAK,41
TOORAK,21
TOORAK,3
TOORAK,2
TOORAK,17
TOORAK,6
TOORAK,25
TOORAK,6
TOORAK,1
TOORAK,10
TOORAK,15
TOORAK,1
ARMADALE,51
ARMADALE,1
ARMADALE,46
ARMADALE,6
ARMADALE,1
ARMADALE,4
ARMADALE,78
ARMADALE,32
ARMADALE,90
ARMADALE,20
ARMADALE,13
ARMADALE,18
ARMADALE,41
ARMADALE,1
ARMADALE,22
ARMADALE,2
ARMADALE,4
ARMADALE,11
ARMADALE,7
ARMADALE,2
ARMADALE,47
ARMADALE,1
KOOYONG,4
KOOYONG,5
KOOYONG,2
KOOYONG,1
KOOYONG,22
KOOYONG,3
KOOYONG,25
KOOYONG,2
KOOYONG,2
KOOYONG,4
KOOYONG,1
KOOYONG,4
KOOYONG,1
KOOYONG,1
KOOYONG,2
KOOYONG,2
KOOYONG,2
MALVERN,80
MALVERN,1
MALVERN,42
MALVERN,16
MALVERN,1
MALVERN,14
MALVERN,122
MALVERN,32
MALVERN,175
MALVERN,39
MALVERN,13
MALVERN,8
MALVERN,94
MALVERN,2
MALVERN,24
MALVERN,1
MALVERN,1
MALVERN,5
MALVERN,20
MALVERN,1
MALVERN,8
MALVERN,27
MALVERN,3
MALVERN,3
MALVERN,33
CAULFIELD EAST,16
CAULFIELD EAST,2
CAULFIELD EAST,8
CAULFIELD EAST,10
CAULFIELD EAST,1
CAULFIELD EAST,15
CAULFIELD EAST,5
CAULFIELD EAST,9
CAULFIELD EAST,4
CAULFIELD EAST,12
CAULFIELD EAST,3
CAULFIELD EAST,24
CAULFIELD EAST,2
CAULFIELD EAST,39
CAULFIELD EAST,5
CAULFIELD EAST,3
CAULFIELD EAST,12
CAULFIELD EAST,1
CAULFIELD EAST,3
CAULFIELD EAST,11
MALVERN EAST,98
MALVERN EAST,3
MALVERN EAST,83
MALVERN EAST,13
MALVERN EAST,12
MALVERN EAST,21
MALVERN EAST,201
MALVERN EAST,69
MALVERN EAST,270
MALVERN EAST,280
MALVERN EAST,17
MALVERN EAST,18
MALVERN EAST,280
MALVERN EAST,4
MALVERN EAST,51
MALVERN EAST,4
MALVERN EAST,14
MALVERN EAST,17
MALVERN EAST,106
MALVERN EAST,25
MALVERN EAST,22
MALVERN EAST,6
MALVERN EAST,1
MALVERN EAST,7
MALVERN EAST,66
GLEN IRIS,69
GLEN IRIS,3
GLEN IRIS,68
GLEN IRIS,2
GLEN IRIS,1
GLEN IRIS,12
GLEN IRIS,153
GLEN IRIS,35
GLEN IRIS,215
GLEN IRIS,22
GLEN IRIS,10
GLEN IRIS,16
GLEN IRIS,58
GLEN IRIS,8
GLEN IRIS,24
GLEN IRIS,10
GLEN IRIS,1
GLEN IRIS,24
GLEN IRIS,1
GLEN IRIS,12
GLEN IRIS,15
GLEN IRIS,1
GLEN IRIS,3
GLEN IRIS,21
GLEN IRIS,1
ASHBURTON,53
ASHBURTON,3
ASHBURTON,34
ASHBURTON,7
ASHBURTON,2
ASHBURTON,51
ASHBURTON,20
ASHBURTON,52
ASHBURTON,14
ASHBURTON,3
ASHBURTON,7
ASHBURTON,60
ASHBURTON,3
ASHBURTON,13
ASHBURTON,2
ASHBURTON,1
ASHBURTON,10
ASHBURTON,3
ASHBURTON,5
ASHBURTON,2
ASHBURTON,36
ASHBURTON,1
ASHBURTON,1
ASHWOOD,90
ASHWOOD,3
ASHWOOD,34
ASHWOOD,6
ASHWOOD,2
ASHWOOD,40
ASHWOOD,21
ASHWOOD,74
ASHWOOD,7
ASHWOOD,5
ASHWOOD,32
ASHWOOD,2
ASHWOOD,255
ASHWOOD,5
ASHWOOD,15
ASHWOOD,10
ASHWOOD,3
ASHWOOD,2
ASHWOOD,10
ASHWOOD,42
ASHWOOD,1
CHADSTONE,114
CHADSTONE,5
CHADSTONE,66
CHADSTONE,12
CHADSTONE,2
CHADSTONE,3
CHADSTONE,80
CHADSTONE,51
CHADSTONE,101
CHADSTONE,100
CHADSTONE,5
CHADSTONE,21
CHADSTONE,117
CHADSTONE,6
CHADSTONE,190
CHADSTONE,6
CHADSTONE,10
CHADSTONE,29
CHADSTONE,47
CHADSTONE,18
CHADSTONE,1
CHADSTONE,9
CHADSTONE,32
CHADSTONE,1
MOUNT WAVERLEY,185
MOUNT WAVERLEY,3
MOUNT WAVERLEY,1
MOUNT WAVERLEY,64
MOUNT WAVERLEY,4
MOUNT WAVERLEY,1
MOUNT WAVERLEY,5
MOUNT WAVERLEY,212
MOUNT WAVERLEY,83
MOUNT WAVERLEY,192
MOUNT WAVERLEY,31
MOUNT WAVERLEY,1
MOUNT WAVERLEY,10
MOUNT WAVERLEY,1
MOUNT WAVERLEY,164
MOUNT WAVERLEY,5
MOUNT WAVERLEY,37
MOUNT WAVERLEY,1
MOUNT WAVERLEY,9
MOUNT WAVERLEY,10
MOUNT WAVERLEY,32
MOUNT WAVERLEY,28
MOUNT WAVERLEY,13
MOUNT WAVERLEY,4
MOUNT WAVERLEY,8
MOUNT WAVERLEY,70
MOUNT WAVERLEY,2
SYNDAL,11
SYNDAL,3
SYNDAL,1
SYNDAL,2
SYNDAL,1
SYNDAL,2
SYNDAL,2
GLEN WAVERLEY,246
GLEN WAVERLEY,5
GLEN WAVERLEY,140
GLEN WAVERLEY,5
GLEN WAVERLEY,10
GLEN WAVERLEY,3
GLEN WAVERLEY,245
GLEN WAVERLEY,76
GLEN WAVERLEY,244
GLEN WAVERLEY,74
GLEN WAVERLEY,9
GLEN WAVERLEY,24
GLEN WAVERLEY,1
GLEN WAVERLEY,188
GLEN WAVERLEY,10
GLEN WAVERLEY,129
GLEN WAVERLEY,5
GLEN WAVERLEY,1
GLEN WAVERLEY,8
GLEN WAVERLEY,6
GLEN WAVERLEY,39
GLEN WAVERLEY,29
GLEN WAVERLEY,38
GLEN WAVERLEY,5
GLEN WAVERLEY,25
GLEN WAVERLEY,231
GLEN WAVERLEY,2
WHEELERS HILL,58
WHEELERS HILL,4
WHEELERS HILL,51
WHEELERS HILL,10
WHEELERS HILL,1
WHEELERS HILL,4
WHEELERS HILL,117
WHEELERS HILL,23
WHEELERS HILL,181
WHEELERS HILL,15
WHEELERS HILL,1
WHEELERS HILL,8
WHEELERS HILL,42
WHEELERS HILL,14
WHEELERS HILL,1
WHEELERS HILL,2
WHEELERS HILL,31
WHEELERS HILL,9
WHEELERS HILL,5
WHEELERS HILL,3
WHEELERS HILL,5
WHEELERS HILL,40
WHEELERS HILL,1
BURWOOD EAST,58
BURWOOD EAST,2
BURWOOD EAST,28
BURWOOD EAST,1
BURWOOD EAST,57
BURWOOD EAST,19
BURWOOD EAST,61
BURWOOD EAST,37
BURWOOD EAST,10
BURWOOD EAST,62
BURWOOD EAST,5
BURWOOD EAST,53
BURWOOD EAST,1
BURWOOD EAST,1
BURWOOD EAST,2
BURWOOD EAST,1
BURWOOD EAST,19
BURWOOD EAST,12
BURWOOD EAST,6
BURWOOD EAST,6
BURWOOD EAST,32
BURWOOD EAST,1
KNOX,17
KNOX,2
KNOX,1
KNOX,4
KNOX,4
KNOX,43
KNOX,2
KNOX,4
KNOX,3
KNOX,6
WANTIRNA,157
WANTIRNA,2
WANTIRNA,1
WANTIRNA,1
WANTIRNA,41
WANTIRNA,5
WANTIRNA,7
WANTIRNA,52
WANTIRNA,26
WANTIRNA,113
WANTIRNA,28
WANTIRNA,1
WANTIRNA,43
WANTIRNA,49
WANTIRNA,20
WANTIRNA,65
WANTIRNA,3
WANTIRNA,25
WANTIRNA,1
WANTIRNA,22
WANTIRNA,18
WANTIRNA,11
WANTIRNA,1
WANTIRNA,14
WANTIRNA,44
WANTIRNA SOUTH,143
WANTIRNA SOUTH,2
WANTIRNA SOUTH,103
WANTIRNA SOUTH,4
WANTIRNA SOUTH,3
WANTIRNA SOUTH,1
WANTIRNA SOUTH,107
WANTIRNA SOUTH,65
WANTIRNA SOUTH,242
WANTIRNA SOUTH,281
WANTIRNA SOUTH,3
WANTIRNA SOUTH,35
WANTIRNA SOUTH,128
WANTIRNA SOUTH,19
WANTIRNA SOUTH,1
WANTIRNA SOUTH,154
WANTIRNA SOUTH,5
WANTIRNA SOUTH,2
WANTIRNA SOUTH,31
WANTIRNA SOUTH,3
WANTIRNA SOUTH,65
WANTIRNA SOUTH,34
WANTIRNA SOUTH,51
WANTIRNA SOUTH,2
WANTIRNA SOUTH,81
WANTIRNA SOUTH,67
WANTIRNA SOUTH,1
WANTIRNA SOUTH,2
WANTIRNA SOUTH,1
BAYSWATER,227
BAYSWATER,1
BAYSWATER,1
BAYSWATER,134
BAYSWATER,14
BAYSWATER,1
BAYSWATER,4
BAYSWATER,150
BAYSWATER,67
BAYSWATER,120
BAYSWATER,40
BAYSWATER,8
BAYSWATER,43
BAYSWATER,136
BAYSWATER,14
BAYSWATER,77
BAYSWATER,1
BAYSWATER,17
BAYSWATER,1
BAYSWATER,63
BAYSWATER,32
BAYSWATER,27
BAYSWATER,5
BAYSWATER,1
BAYSWATER,7
BAYSWATER,112
BAYSWATER,3
BAYSWATER,1
BAYSWATER NORTH,126
BAYSWATER NORTH,1
BAYSWATER NORTH,49
BAYSWATER NORTH,5
BAYSWATER NORTH,3
BAYSWATER NORTH,66
BAYSWATER NORTH,42
BAYSWATER NORTH,67
BAYSWATER NORTH,44
BAYSWATER NORTH,4
BAYSWATER NORTH,19
BAYSWATER NORTH,78
BAYSWATER NORTH,10
BAYSWATER NORTH,1
BAYSWATER NORTH,21
BAYSWATER NORTH,3
BAYSWATER NORTH,1
BAYSWATER NORTH,8
BAYSWATER NORTH,1
BAYSWATER NORTH,40
BAYSWATER NORTH,28
BAYSWATER NORTH,15
BAYSWATER NORTH,2
BAYSWATER NORTH,10
BAYSWATER NORTH,45
BAYSWATER NORTH,1
THE BASIN,31
THE BASIN,2
THE BASIN,1
THE BASIN,14
THE BASIN,1
THE BASIN,9
THE BASIN,7
THE BASIN,18
THE BASIN,2
THE BASIN,1
THE BASIN,5
THE BASIN,16
THE BASIN,3
THE BASIN,2
THE BASIN,3
THE BASIN,3
THE BASIN,10
THE BASIN,17
THE BASIN,3
THE BASIN,1
THE BASIN,6
BORONIA,299
BORONIA,5
BORONIA,2
BORONIA,168
BORONIA,19
BORONIA,1
BORONIA,8
BORONIA,130
BORONIA,65
BORONIA,194
BORONIA,89
BORONIA,8
BORONIA,54
BORONIA,2
BORONIA,111
BORONIA,14
BORONIA,85
BORONIA,3
BORONIA,23
BORONIA,2
BORONIA,101
BORONIA,45
BORONIA,58
BORONIA,13
BORONIA,35
BORONIA,201
BORONIA,4
BORONIA,1
FERNTREE GULLY,219
FERNTREE GULLY,3
FERNTREE GULLY,4
FERNTREE GULLY,195
FERNTREE GULLY,12
FERNTREE GULLY,2
FERNTREE GULLY,8
FERNTREE GULLY,143
FERNTREE GULLY,76
FERNTREE GULLY,220
FERNTREE GULLY,35
FERNTREE GULLY,3
FERNTREE GULLY,36
FERNTREE GULLY,1
FERNTREE GULLY,142
FERNTREE GULLY,22
FERNTREE GULLY,76
FERNTREE GULLY,5
FERNTREE GULLY,1
FERNTREE GULLY,5
FERNTREE GULLY,7
FERNTREE GULLY,75
FERNTREE GULLY,51
FERNTREE GULLY,42
FERNTREE GULLY,8
FERNTREE GULLY,25
FERNTREE GULLY,161
FERNTREE GULLY,1
FERNTREE GULLY,3
LYSTERFIELD,10
LYSTERFIELD,2
LYSTERFIELD,24
LYSTERFIELD,2
LYSTERFIELD,3
LYSTERFIELD,17
LYSTERFIELD,4
LYSTERFIELD,22
LYSTERFIELD,1
LYSTERFIELD,3
LYSTERFIELD,4
LYSTERFIELD,20
LYSTERFIELD,1
LYSTERFIELD,1
LYSTERFIELD,9
LYSTERFIELD,19
LYSTERFIELD,7
LYSTERFIELD,3
LYSTERFIELD,1
LYSTERFIELD,11
LYSTERFIELD SOUTH,9
LYSTERFIELD SOUTH,1
LYSTERFIELD SOUTH,1
LYSTERFIELD SOUTH,11
LYSTERFIELD SOUTH,1
LYSTERFIELD SOUTH,12
LYSTERFIELD SOUTH,1
LYSTERFIELD SOUTH,2
LYSTERFIELD SOUTH,2
LYSTERFIELD SOUTH,1
UPPER FERNTREE GULLY,39
UPPER FERNTREE GULLY,3
UPPER FERNTREE GULLY,2
UPPER FERNTREE GULLY,26
UPPER FERNTREE GULLY,5
UPPER FERNTREE GULLY,2
UPPER FERNTREE GULLY,14
UPPER FERNTREE GULLY,14
UPPER FERNTREE GULLY,30
UPPER FERNTREE GULLY,1
UPPER FERNTREE GULLY,9
UPPER FERNTREE GULLY,13
UPPER FERNTREE GULLY,1
UPPER FERNTREE GULLY,1
UPPER FERNTREE GULLY,21
UPPER FERNTREE GULLY,2
UPPER FERNTREE GULLY,12
UPPER FERNTREE GULLY,4
UPPER FERNTREE GULLY,12
UPPER FERNTREE GULLY,1
UPPER FERNTREE GULLY,4
UPWEY,46
UPWEY,2
UPWEY,2
UPWEY,25
UPWEY,1
UPWEY,3
UPWEY,25
UPWEY,17
UPWEY,11
UPWEY,19
UPWEY,3
UPWEY,29
UPWEY,87
UPWEY,1
UPWEY,5
UPWEY,8
UPWEY,3
UPWEY,2
UPWEY,1
UPWEY,21
UPWEY,1
MENZIES CREEK,3
MENZIES CREEK,1
MENZIES CREEK,1
MENZIES CREEK,1
MENZIES CREEK,1
MENZIES CREEK,1
MENZIES CREEK,4
MENZIES CREEK,3
MENZIES CREEK,1
MENZIES CREEK,1
MENZIES CREEK,6
MENZIES CREEK,1
MENZIES CREEK,1
MENZIES CREEK,1
SELBY,16
SELBY,3
SELBY,2
SELBY,4
SELBY,1
SELBY,2
SELBY,2
SELBY,1
SELBY,1
SELBY,1
SELBY,2
SELBY,1
SELBY,1
SELBY,2
SELBY,2
BELGRAVE,37
BELGRAVE,3
BELGRAVE,1
BELGRAVE,60
BELGRAVE,12
BELGRAVE,17
BELGRAVE,8
BELGRAVE,24
BELGRAVE,2
BELGRAVE,2
BELGRAVE,2
BELGRAVE,27
BELGRAVE,1
BELGRAVE,5
BELGRAVE,1
BELGRAVE,2
BELGRAVE,2
BELGRAVE,8
BELGRAVE,6
BELGRAVE,27
BELGRAVE,1
BELGRAVE,6
BELGRAVE,31
BELGRAVE,2
BELGRAVE,3
BELGRAVE HEIGHTS,6
BELGRAVE HEIGHTS,4
BELGRAVE HEIGHTS,2
BELGRAVE HEIGHTS,1
BELGRAVE HEIGHTS,1
BELGRAVE HEIGHTS,5
BELGRAVE HEIGHTS,3
BELGRAVE HEIGHTS,2
BELGRAVE HEIGHTS,1
BELGRAVE HEIGHTS,1
BELGRAVE HEIGHTS,9
BELGRAVE SOUTH,13
BELGRAVE SOUTH,1
BELGRAVE SOUTH,3
BELGRAVE SOUTH,1
BELGRAVE SOUTH,5
BELGRAVE SOUTH,1
BELGRAVE SOUTH,3
BELGRAVE SOUTH,1
BELGRAVE SOUTH,3
BELGRAVE SOUTH,1
BELGRAVE SOUTH,2
BELGRAVE SOUTH,1
BELGRAVE SOUTH,3
BELGRAVE SOUTH,1
BELGRAVE SOUTH,1
BELGRAVE SOUTH,2
TECOMA,17
TECOMA,13
TECOMA,1
TECOMA,14
TECOMA,4
TECOMA,1
TECOMA,15
TECOMA,2
TECOMA,7
TECOMA,3
TECOMA,16
TECOMA,9
TECOMA,1
TECOMA,1
TECOMA,3
TECOMA,6
TECOMA,1
TECOMA,11
TECOMA,1
CAULFIELD NORTH,70
CAULFIELD NORTH,1
CAULFIELD NORTH,49
CAULFIELD NORTH,20
CAULFIELD NORTH,13
CAULFIELD NORTH,114
CAULFIELD NORTH,39
CAULFIELD NORTH,152
CAULFIELD NORTH,6
CAULFIELD NORTH,13
CAULFIELD NORTH,35
CAULFIELD NORTH,35
CAULFIELD NORTH,2
CAULFIELD NORTH,22
CAULFIELD NORTH,1
CAULFIELD NORTH,7
CAULFIELD NORTH,3
CAULFIELD NORTH,29
CAULFIELD NORTH,1
CAULFIELD NORTH,7
CAULFIELD NORTH,12
CAULFIELD NORTH,3
CAULFIELD NORTH,1
CAULFIELD NORTH,3
CAULFIELD NORTH,26
CAULFIELD,76
CAULFIELD,3
CAULFIELD,27
CAULFIELD,8
