Suburb/Town Name,Offence Count
WHITTLESEA,37
WHITTLESEA,14
WHITTLESEA,31
WHITTLESEA,10
WHITTLESEA,2
WHITTLESEA,17
WHITTLESEA,25
WHITTLESEA,3
WHITTLESEA,11
WHITTLESEA,1
WHITTLESEA,16
WHITTLESEA,1
WHITTLESEA,18
WHITTLESEA,7
HEATHCOTE JUNCTION,8
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,2
HEATHCOTE JUNCTION,3
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,2
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,1
HEATHCOTE JUNCTION,1
WANDONG,15
WANDONG,1
WANDONG,6
WANDONG,8
WANDONG,3
WANDONG,9
WANDONG,7
WANDONG,1
WANDONG,4
WANDONG,8
WANDONG,6
PANTON HILL,13
PANTON HILL,2
PANTON HILL,2
PANTON HILL,1
PANTON HILL,4
PANTON HILL,1
PANTON HILL,1
SMITHS GULLY,1
SMITHS GULLY,1
ST ANDREWS,9
ST ANDREWS,2
ST ANDREWS,1
ST ANDREWS,2
ST ANDREWS,1
ST ANDREWS,2
ST ANDREWS,1
ST ANDREWS,1
BYLANDS,3
BYLANDS,1
BYLANDS,2
BYLANDS,1
BYLANDS,1
KINGLAKE,21
KINGLAKE,1
KINGLAKE,6
KINGLAKE,3
KINGLAKE,2
KINGLAKE,4
KINGLAKE,7
KINGLAKE,1
KINGLAKE,1
KINGLAKE,1
KINGLAKE,1
KINGLAKE,7
KINGLAKE,12
GLENAROUA,2
GLENAROUA,1
GLENAROUA,1
GLENAROUA,1
GLENAROUA,1
GLENAROUA,1
HIGH CAMP,1
HIGH CAMP,1
KILMORE,83
KILMORE,3
KILMORE,2
KILMORE,40
KILMORE,14
KILMORE,1
KILMORE,52
KILMORE,11
KILMORE,25
KILMORE,9
KILMORE,3
KILMORE,52
KILMORE,3
KILMORE,9
KILMORE,2
KILMORE,1
KILMORE,13
KILMORE,10
KILMORE,30
KILMORE,3
KILMORE,18
KILMORE,19
KILMORE,3
KILMORE EAST,1
KILMORE EAST,4
KILMORE EAST,3
KILMORE EAST,1
KILMORE EAST,1
WILLOWMAVIN,1
WILLOWMAVIN,1
WILLOWMAVIN,1
WILLOWMAVIN,1
WILLOWMAVIN,2
MONTROSE,49
MONTROSE,2
MONTROSE,1
MONTROSE,27
MONTROSE,6
MONTROSE,1
MONTROSE,49
MONTROSE,5
MONTROSE,24
MONTROSE,2
MONTROSE,4
MONTROSE,25
MONTROSE,7
MONTROSE,9
MONTROSE,3
MONTROSE,2
MONTROSE,2
MONTROSE,19
MONTROSE,1
KALORAMA,4
KALORAMA,2
KALORAMA,1
KALORAMA,3
KALORAMA,1
KALORAMA,6
KALORAMA,1
KALORAMA,3
KALORAMA,3
KALORAMA,4
KALORAMA,1
MOUNT DANDENONG,1
MOUNT DANDENONG,5
MOUNT DANDENONG,1
MOUNT DANDENONG,4
MOUNT DANDENONG,5
MOUNT DANDENONG,16
MOUNT DANDENONG,1
MOUNT DANDENONG,1
MOUNT DANDENONG,3
MOUNT DANDENONG,2
MOUNT DANDENONG,4
MOUNT DANDENONG,2
MOUNT DANDENONG,1
COLDSTREAM,27
COLDSTREAM,14
COLDSTREAM,1
COLDSTREAM,11
COLDSTREAM,2
COLDSTREAM,9
COLDSTREAM,1
COLDSTREAM,11
COLDSTREAM,1
COLDSTREAM,1
COLDSTREAM,1
COLDSTREAM,7
COLDSTREAM,4
COLDSTREAM,1
COLDSTREAM,1
GRUYERE,1
GRUYERE,1
GRUYERE,6
GRUYERE,1
YERING,1
YERING,3
YERING,3
YERING,1
YERING,2
YERING,1
BEND OF ISLANDS,1
CHRISTMAS HILLS,2
CHRISTMAS HILLS,2
CHRISTMAS HILLS,1
DIXONS CREEK,3
DIXONS CREEK,1
DIXONS CREEK,2
DIXONS CREEK,3
DIXONS CREEK,2
DIXONS CREEK,3
STEELS CREEK,1
STEELS CREEK,1
STEELS CREEK,1
STEELS CREEK,1
TARRAWARRA,1
YARRA GLEN,8
YARRA GLEN,4
YARRA GLEN,1
YARRA GLEN,11
YARRA GLEN,8
YARRA GLEN,5
YARRA GLEN,6
YARRA GLEN,17
YARRA GLEN,8
YARRA GLEN,1
YARRA GLEN,2
YARRA GLEN,2
BADGER CREEK,3
BADGER CREEK,1
BADGER CREEK,2
BADGER CREEK,1
BADGER CREEK,1
CASTELLA,1
CASTELLA,3
CHUM CREEK,4
CHUM CREEK,4
CHUM CREEK,4
CHUM CREEK,2
CHUM CREEK,1
HEALESVILLE,70
HEALESVILLE,2
HEALESVILLE,1
HEALESVILLE,52
HEALESVILLE,5
HEALESVILLE,1
HEALESVILLE,3
HEALESVILLE,39
HEALESVILLE,16
HEALESVILLE,27
HEALESVILLE,12
HEALESVILLE,4
HEALESVILLE,3
HEALESVILLE,46
HEALESVILLE,4
HEALESVILLE,1
HEALESVILLE,7
HEALESVILLE,2
HEALESVILLE,13
HEALESVILLE,7
HEALESVILLE,2
HEALESVILLE,1
HEALESVILLE,19
HEALESVILLE,1
HEALESVILLE,1
TOOLANGI,6
TOOLANGI,1
TOOLANGI,1
TOOLANGI,2
TOOLANGI,1
TOOLANGI,1
TOOLANGI,4
TOOLANGI,1
TOOLANGI,1
TOOLANGI,2
NARBETHONG,3
NARBETHONG,3
NARBETHONG,2
NARBETHONG,1
NARBETHONG,12
NARBETHONG,2
NARBETHONG,5
BIG RIVER,2
BIG RIVER,2
BIG RIVER,2
CAMBARVILLE,1
MARYSVILLE,4
MARYSVILLE,6
MARYSVILLE,2
MARYSVILLE,1
MARYSVILLE,10
MARYSVILLE,1
MARYSVILLE,1
MARYSVILLE,1
MARYSVILLE,1
MARYSVILLE,1
COCKATOO,28
COCKATOO,3
COCKATOO,18
COCKATOO,7
COCKATOO,1
COCKATOO,22
COCKATOO,4
COCKATOO,10
COCKATOO,1
COCKATOO,1
COCKATOO,2
COCKATOO,9
COCKATOO,2
COCKATOO,1
COCKATOO,9
COCKATOO,5
COCKATOO,9
COCKATOO,1
COCKATOO,1
COCKATOO,14
MOUNT BURNETT,1
MOUNT BURNETT,3
NANGANA,2
AVONSLEIGH,8
AVONSLEIGH,5
AVONSLEIGH,6
AVONSLEIGH,3
AVONSLEIGH,2
AVONSLEIGH,4
AVONSLEIGH,1
AVONSLEIGH,1
AVONSLEIGH,2
AVONSLEIGH,3
AVONSLEIGH,3
CLEMATIS,10
CLEMATIS,1
CLEMATIS,5
CLEMATIS,3
CLEMATIS,2
CLEMATIS,1
CLEMATIS,2
CLEMATIS,4
CLEMATIS,7
EMERALD,22
EMERALD,2
EMERALD,37
EMERALD,1
EMERALD,31
EMERALD,8
EMERALD,24
EMERALD,9
EMERALD,1
EMERALD,1
EMERALD,19
EMERALD,3
EMERALD,3
EMERALD,1
EMERALD,1
EMERALD,6
EMERALD,10
EMERALD,5
EMERALD,1
EMERALD,2
EMERALD,10
EMERALD,1
MACCLESFIELD,3
MACCLESFIELD,2
MACCLESFIELD,2
MACCLESFIELD,1
MACCLESFIELD,2
GEMBROOK,15
GEMBROOK,2
GEMBROOK,11
GEMBROOK,1
GEMBROOK,11
GEMBROOK,4
GEMBROOK,5
GEMBROOK,1
GEMBROOK,13
GEMBROOK,2
GEMBROOK,1
GEMBROOK,2
GEMBROOK,3
GEMBROOK,14
GEMBROOK,6
GEMBROOK,1
TREMONT,2
TREMONT,2
TREMONT,1
FERNY CREEK,3
FERNY CREEK,1
FERNY CREEK,4
FERNY CREEK,12
FERNY CREEK,1
FERNY CREEK,5
FERNY CREEK,1
FERNY CREEK,2
FERNY CREEK,1
FERNY CREEK,1
FERNY CREEK,1
FERNY CREEK,1
FERNY CREEK,1
FERNY CREEK,1
FERNY CREEK,3
SASSAFRAS,8
SASSAFRAS,1
SASSAFRAS,2
SASSAFRAS,4
SASSAFRAS,2
SASSAFRAS,4
SASSAFRAS,2
SASSAFRAS,1
SASSAFRAS,1
OLINDA,12
OLINDA,1
OLINDA,8
OLINDA,1
OLINDA,2
OLINDA,20
OLINDA,4
OLINDA,10
OLINDA,3
OLINDA,1
OLINDA,4
OLINDA,2
OLINDA,2
OLINDA,2
OLINDA,1
OLINDA,1
SHERBROOKE,1
SHERBROOKE,7
SHERBROOKE,1
SHERBROOKE,1
SHERBROOKE,1
KALLISTA,5
KALLISTA,1
KALLISTA,5
KALLISTA,1
KALLISTA,2
KALLISTA,2
KALLISTA,3
KALLISTA,3
KALLISTA,1
KALLISTA,1
KALLISTA,1
THE PATCH,5
THE PATCH,3
THE PATCH,7
THE PATCH,2
THE PATCH,2
THE PATCH,5
THE PATCH,2
THE PATCH,1
THE PATCH,1
THE PATCH,1
THE PATCH,2
THE PATCH,101
MONBULK,17
MONBULK,1
MONBULK,14
MONBULK,4
MONBULK,1
MONBULK,22
MONBULK,4
MONBULK,8
MONBULK,1
MONBULK,5
MONBULK,10
MONBULK,3
MONBULK,2
MONBULK,1
MONBULK,16
MONBULK,2
MONBULK,2
MONBULK,5
MONBULK,1
MONBULK,3
MONBULK,1
SILVAN,3
SILVAN,2
SILVAN,4
SILVAN,1
SILVAN,16
SILVAN,1
SILVAN,2
SILVAN,7
SILVAN,1
SILVAN,1
SILVAN,1
SILVAN SOUTH,1
SILVAN SOUTH,1
MOUNT EVELYN,47
MOUNT EVELYN,3
MOUNT EVELYN,5
MOUNT EVELYN,36
MOUNT EVELYN,7
MOUNT EVELYN,1
MOUNT EVELYN,33
MOUNT EVELYN,10
MOUNT EVELYN,37
MOUNT EVELYN,9
MOUNT EVELYN,8
MOUNT EVELYN,5
MOUNT EVELYN,29
MOUNT EVELYN,1
MOUNT EVELYN,6
MOUNT EVELYN,4
MOUNT EVELYN,12
MOUNT EVELYN,3
MOUNT EVELYN,7
MOUNT EVELYN,4
MOUNT EVELYN,3
MOUNT EVELYN,10
GILDEROY,1
GILDEROY,1
GLADYSDALE,2
GLADYSDALE,2
GLADYSDALE,3
GLADYSDALE,1
GLADYSDALE,2
POWELLTOWN,1
POWELLTOWN,1
THREE BRIDGES,3
THREE BRIDGES,1
THREE BRIDGES,1
THREE BRIDGES,2
YARRA JUNCTION,32
YARRA JUNCTION,3
YARRA JUNCTION,10
YARRA JUNCTION,1
YARRA JUNCTION,11
YARRA JUNCTION,5
YARRA JUNCTION,4
YARRA JUNCTION,17
YARRA JUNCTION,3
YARRA JUNCTION,9
YARRA JUNCTION,2
YARRA JUNCTION,7
YARRA JUNCTION,1
YARRA JUNCTION,5
YARRA JUNCTION,2
YARRA JUNCTION,5
YARRA JUNCTION,10
MCMAHONS CREEK,1
MCMAHONS CREEK,2
MCMAHONS CREEK,3
MILLGROVE,2
MILLGROVE,15
MILLGROVE,4
MILLGROVE,2
MILLGROVE,1
MILLGROVE,3
MILLGROVE,11
MILLGROVE,1
MILLGROVE,3
MILLGROVE,6
MILLGROVE,4
MILLGROVE,2
MILLGROVE,1
REEFTON,1
REEFTON,1
REEFTON,1
WARBURTON,20
WARBURTON,1
WARBURTON,1
WARBURTON,17
WARBURTON,2
WARBURTON,13
WARBURTON,6
WARBURTON,8
WARBURTON,2
WARBURTON,17
WARBURTON,1
WARBURTON,1
WARBURTON,1
WARBURTON,1
WARBURTON,2
WARBURTON,3
WARBURTON,5
WARBURTON EAST,3
WARBURTON EAST,1
WARBURTON EAST,1
WARBURTON EAST,1
WARBURTON EAST,2
WARBURTON EAST,9
WARBURTON EAST,1
WARBURTON EAST,2
WESBURN,10
WESBURN,5
WESBURN,1
WESBURN,1
WESBURN,1
WESBURN,1
WESBURN,2
WESBURN,5
ENDEAVOUR HILLS,243
ENDEAVOUR HILLS,17
ENDEAVOUR HILLS,141
ENDEAVOUR HILLS,2
ENDEAVOUR HILLS,6
ENDEAVOUR HILLS,85
ENDEAVOUR HILLS,47
ENDEAVOUR HILLS,111
ENDEAVOUR HILLS,27
ENDEAVOUR HILLS,4
ENDEAVOUR HILLS,10
ENDEAVOUR HILLS,106
ENDEAVOUR HILLS,4
ENDEAVOUR HILLS,28
ENDEAVOUR HILLS,4
ENDEAVOUR HILLS,4
ENDEAVOUR HILLS,23
ENDEAVOUR HILLS,37
ENDEAVOUR HILLS,29
ENDEAVOUR HILLS,12
ENDEAVOUR HILLS,16
ENDEAVOUR HILLS,72
ENDEAVOUR HILLS,1
HALLAM,155
HALLAM,10
HALLAM,90
HALLAM,3
HALLAM,2
HALLAM,100
HALLAM,54
HALLAM,92
HALLAM,10
HALLAM,3
HALLAM,23
HALLAM,106
HALLAM,5
HALLAM,13
HALLAM,3
HALLAM,11
HALLAM,9
HALLAM,44
HALLAM,18
HALLAM,21
HALLAM,1
HALLAM,1
HALLAM,8
HALLAM,36
NARRE WARREN EAST,1
NARRE WARREN EAST,1
NARRE WARREN EAST,1
NARRE WARREN EAST,1
NARRE WARREN EAST,6
NARRE WARREN EAST,2
NARRE WARREN EAST,3
NARRE WARREN NORTH,18
NARRE WARREN NORTH,4
NARRE WARREN NORTH,1
NARRE WARREN NORTH,15
NARRE WARREN NORTH,1
NARRE WARREN NORTH,49
NARRE WARREN NORTH,8
NARRE WARREN NORTH,18
NARRE WARREN NORTH,2
NARRE WARREN NORTH,3
NARRE WARREN NORTH,66
NARRE WARREN NORTH,3
NARRE WARREN NORTH,2
NARRE WARREN NORTH,2
NARRE WARREN NORTH,2
NARRE WARREN NORTH,9
NARRE WARREN NORTH,5
NARRE WARREN NORTH,3
NARRE WARREN NORTH,1
NARRE WARREN NORTH,8
NARRE WARREN,435
NARRE WARREN,25
NARRE WARREN,214
NARRE WARREN,21
NARRE WARREN,4
NARRE WARREN,10
NARRE WARREN,139
NARRE WARREN,101
NARRE WARREN,256
NARRE WARREN,419
NARRE WARREN,8
NARRE WARREN,69
NARRE WARREN,282
NARRE WARREN,10
NARRE WARREN,177
NARRE WARREN,2
NARRE WARREN,1
NARRE WARREN,4
NARRE WARREN,25
NARRE WARREN,9
NARRE WARREN,127
NARRE WARREN,70
NARRE WARREN,81
NARRE WARREN,8
NARRE WARREN,50
NARRE WARREN,109
NARRE WARREN,3
NARRE WARREN,8
NARRE WARREN SOUTH,153
NARRE WARREN SOUTH,14
NARRE WARREN SOUTH,2
NARRE WARREN SOUTH,143
NARRE WARREN SOUTH,20
NARRE WARREN SOUTH,2
NARRE WARREN SOUTH,5
NARRE WARREN SOUTH,89
NARRE WARREN SOUTH,34
NARRE WARREN SOUTH,92
NARRE WARREN SOUTH,23
NARRE WARREN SOUTH,2
NARRE WARREN SOUTH,12
NARRE WARREN SOUTH,39
NARRE WARREN SOUTH,1
NARRE WARREN SOUTH,15
NARRE WARREN SOUTH,13
NARRE WARREN SOUTH,4
NARRE WARREN SOUTH,30
NARRE WARREN SOUTH,30
NARRE WARREN SOUTH,27
NARRE WARREN SOUTH,1
NARRE WARREN SOUTH,5
NARRE WARREN SOUTH,51
NARRE WARREN SOUTH,1
BERWICK,355
BERWICK,26
BERWICK,270
BERWICK,9
BERWICK,11
BERWICK,252
BERWICK,84
BERWICK,248
BERWICK,69
BERWICK,5
BERWICK,32
BERWICK,1
BERWICK,210
BERWICK,3
BERWICK,39
BERWICK,1
BERWICK,29
BERWICK,2
BERWICK,106
BERWICK,48
BERWICK,84
BERWICK,3
BERWICK,14
BERWICK,138
BERWICK,4
BERWICK,1
HARKAWAY,1
HARKAWAY,4
HARKAWAY,7
HARKAWAY,4
HARKAWAY,2
HARKAWAY,2
HARKAWAY,3
BEACONSFIELD,45
BEACONSFIELD,5
BEACONSFIELD,55
BEACONSFIELD,3
BEACONSFIELD,56
BEACONSFIELD,7
BEACONSFIELD,33
BEACONSFIELD,7
BEACONSFIELD,2
BEACONSFIELD,7
BEACONSFIELD,34
BEACONSFIELD,1
BEACONSFIELD,6
BEACONSFIELD,7
BEACONSFIELD,4
BEACONSFIELD,34
BEACONSFIELD,23
BEACONSFIELD,8
BEACONSFIELD,2
BEACONSFIELD,13
GUYS HILL,1
GUYS HILL,4
GUYS HILL,3
GUYS HILL,1
GUYS HILL,1
GUYS HILL,3
GUYS HILL,1
GUYS HILL,1
BEACONSFIELD UPPER,92
BEACONSFIELD UPPER,4
BEACONSFIELD UPPER,10
BEACONSFIELD UPPER,10
BEACONSFIELD UPPER,1
BEACONSFIELD UPPER,6
BEACONSFIELD UPPER,1
BEACONSFIELD UPPER,4
BEACONSFIELD UPPER,1
BEACONSFIELD UPPER,2
BEACONSFIELD UPPER,1
BEACONSFIELD UPPER,1
BEACONSFIELD UPPER,8
DEWHURST,1
DEWHURST,1
OFFICER,24
OFFICER,2
OFFICER,1
OFFICER,1
OFFICER,25
OFFICER,69
OFFICER,16
OFFICER,35
OFFICER,5
OFFICER,2
OFFICER,3
OFFICER,94
OFFICER,3
OFFICER,5
OFFICER,2
OFFICER,1
OFFICER,9
OFFICER,9
OFFICER,5
OFFICER,3
OFFICER,11
OFFICER SOUTH,1
OFFICER SOUTH,1
OFFICER SOUTH,1
OFFICER SOUTH,1
OFFICER SOUTH,1
OFFICER SOUTH,1
PAKENHAM,578
PAKENHAM,21
PAKENHAM,367
PAKENHAM,32
PAKENHAM,1
PAKENHAM,12
PAKENHAM,299
PAKENHAM,113
PAKENHAM,340
PAKENHAM,151
PAKENHAM,26
PAKENHAM,66
PAKENHAM,293
PAKENHAM,12
PAKENHAM,162
PAKENHAM,5
PAKENHAM,27
PAKENHAM,10
PAKENHAM,128
PAKENHAM,2
PAKENHAM,89
PAKENHAM,79
PAKENHAM,11
PAKENHAM,1
PAKENHAM,29
PAKENHAM,167
PAKENHAM,2
PAKENHAM,5
PAKENHAM,11
PAKENHAM SOUTH,1
PAKENHAM SOUTH,1
PAKENHAM UPPER,7
PAKENHAM UPPER,6
PAKENHAM UPPER,13
PAKENHAM UPPER,4
PAKENHAM UPPER,3
PAKENHAM UPPER,4
PAKENHAM UPPER,1
PAKENHAM UPPER,5
RYTHDALE,1
MARYKNOLL,1
MARYKNOLL,1
MARYKNOLL,1
MARYKNOLL,1
MARYKNOLL,1
NAR NAR GOON,18
NAR NAR GOON,6
NAR NAR GOON,1
NAR NAR GOON,4
NAR NAR GOON,2
NAR NAR GOON,3
NAR NAR GOON,2
NAR NAR GOON,5
NAR NAR GOON,1
NAR NAR GOON,1
NAR NAR GOON,1
NAR NAR GOON NORTH,1
NAR NAR GOON NORTH,1
NAR NAR GOON NORTH,2
NAR NAR GOON NORTH,7
NAR NAR GOON NORTH,6
NAR NAR GOON NORTH,1
TYNONG,2
TYNONG,1
TYNONG,3
TYNONG,2
TYNONG,2
TYNONG,1
TYNONG,3
TYNONG,1
TYNONG NORTH,1
TYNONG NORTH,1
TYNONG NORTH,1
TYNONG NORTH,2
TYNONG NORTH,4
TYNONG NORTH,2
TYNONG NORTH,1
TYNONG NORTH,1
CORA LYNN,1
CORA LYNN,2
CORA LYNN,3
CORA LYNN,2
GARFIELD,12
GARFIELD,1
GARFIELD,13
GARFIELD,1
GARFIELD,11
GARFIELD,1
GARFIELD,5
GARFIELD,1
GARFIELD,3
GARFIELD,2
GARFIELD,2
GARFIELD,1
GARFIELD,1
GARFIELD,1
GARFIELD NORTH,1
BUNYIP,15
BUNYIP,1
BUNYIP,1
BUNYIP,8
BUNYIP,1
BUNYIP,3
BUNYIP,7
BUNYIP,8
BUNYIP,1
BUNYIP,2
BUNYIP,17
BUNYIP,3
BUNYIP,1
BUNYIP,2
IONA,2
IONA,1
IONA,1
IONA,1
IONA,3
IONA,2
TONIMBUK,3
TONIMBUK,2
TONIMBUK,1
TONIMBUK,8
TONIMBUK,2
LABERTOUCHE,1
LABERTOUCHE,2
LABERTOUCHE,1
LABERTOUCHE,1
LABERTOUCHE,2
LONGWARRY,28
LONGWARRY,12
LONGWARRY,1
LONGWARRY,7
LONGWARRY,4
LONGWARRY,4
LONGWARRY,1
LONGWARRY,23
LONGWARRY,4
LONGWARRY,2
LONGWARRY,1
LONGWARRY,2
LONGWARRY,4
LONGWARRY,2
LONGWARRY,2
LONGWARRY,12
LONGWARRY NORTH,1
LONGWARRY NORTH,2
LONGWARRY NORTH,1
LONGWARRY NORTH,4
LONGWARRY NORTH,1
MODELLA,1
ATHLONE,1
ATHLONE,1
ATHLONE,1
DROUIN,122
DROUIN,3
DROUIN,84
DROUIN,7
DROUIN,3
DROUIN,73
DROUIN,19
DROUIN,84
DROUIN,10
DROUIN,15
DROUIN,57
DROUIN,4
DROUIN,14
DROUIN,4
DROUIN,2
DROUIN,22
DROUIN,28
DROUIN,25
DROUIN,3
DROUIN,11
DROUIN,54
DROUIN,1
DROUIN,1
DROUIN SOUTH,7
DROUIN SOUTH,8
DROUIN SOUTH,1
DROUIN SOUTH,2
DROUIN SOUTH,7
DROUIN SOUTH,3
DROUIN SOUTH,2
DROUIN SOUTH,3
DROUIN SOUTH,7
DROUIN SOUTH,1
DROUIN SOUTH,1
DROUIN SOUTH,4
DROUIN SOUTH,6
DROUIN SOUTH,14
DROUIN SOUTH,9
DROUIN SOUTH,12
DROUIN WEST,1
DROUIN WEST,1
DROUIN WEST,1
DROUIN WEST,2
DROUIN WEST,1
DROUIN WEST,6
HALLORA,1
JINDIVICK,1
JINDIVICK,1
JINDIVICK,3
JINDIVICK,2
JINDIVICK,1
JINDIVICK,1
JINDIVICK,1
RIPPLEBROOK,2
RIPPLEBROOK,3
RIPPLEBROOK,1
RIPPLEBROOK,3
RIPPLEBROOK,1
ROKEBY,2
ROKEBY,1
BONA VISTA,8
WARRAGUL,202
WARRAGUL,12
WARRAGUL,186
WARRAGUL,10
WARRAGUL,2
WARRAGUL,1
WARRAGUL,57
WARRAGUL,20
WARRAGUL,126
WARRAGUL,53
WARRAGUL,9
WARRAGUL,24
WARRAGUL,2
WARRAGUL,113
WARRAGUL,5
WARRAGUL,47
WARRAGUL,1
WARRAGUL,16
WARRAGUL,6
WARRAGUL,41
WARRAGUL,27
WARRAGUL,114
WARRAGUL,3
WARRAGUL,21
WARRAGUL,56
WARRAGUL,1
WARRAGUL,2
BULN BULN,4
BULN BULN,1
BULN BULN,3
BULN BULN,2
BULN BULN,4
BULN BULN,1
BULN BULN,4
BULN BULN,1
BULN BULN,1
BULN BULN EAST,1
BULN BULN EAST,2
CROSSOVER,3
CROSSOVER,1
CROSSOVER,1
CROSSOVER,1
CROSSOVER,4
ELLINBANK,1
ELLINBANK,1
LARDNER,1
LARDNER,1
LARDNER,1
NAYOOK,2
NAYOOK,2
NEERIM JUNCTION,1
NEERIM NORTH,1
NILMA,1
NILMA,5
NILMA,1
NILMA,1
NILMA,2
NILMA,2
NILMA,1
NILMA NORTH,3
NILMA NORTH,1
NILMA NORTH,27
NILMA NORTH,1
NILMA NORTH,1
SEAVIEW,1
CLOVERLEA,1
DARNUM,3
DARNUM,5
DARNUM,4
DARNUM,2
DARNUM,1
DARNUM,7
DARNUM,1
DARNUM,1
GAINSBOROUGH,1
ALLAMBEE,1
ALLAMBEE,1
YARRAGON,15
YARRAGON,5
YARRAGON,1
YARRAGON,10
YARRAGON,3
YARRAGON,15
YARRAGON,1
YARRAGON,1
YARRAGON,2
YARRAGON,8
YARRAGON,1
YARRAGON,5
YARRAGON,5
YARRAGON,6
YARRAGON,1
YARRAGON,1
CHILDERS,2
CHILDERS,2
CHILDERS,3
CHILDERS,1
CHILDERS,1
CHILDERS,1
CHILDERS,1
CHILDERS,1
CHILDERS,4
NARRACAN,3
NARRACAN,1
TRAFALGAR,29
TRAFALGAR,1
TRAFALGAR,36
TRAFALGAR,1
TRAFALGAR,23
TRAFALGAR,9
TRAFALGAR,31
TRAFALGAR,4
TRAFALGAR,4
TRAFALGAR,5
TRAFALGAR,27
TRAFALGAR,3
TRAFALGAR,11
TRAFALGAR,1
TRAFALGAR,1
TRAFALGAR,17
TRAFALGAR,7
TRAFALGAR,14
TRAFALGAR,2
TRAFALGAR,5
TRAFALGAR,7
TRAFALGAR,1
AMOR,1
COOPERS CREEK,2
COOPERS CREEK,1
COOPERS CREEK,1
COOPERS CREEK,2
ERICA,2
ERICA,1
ERICA,1
ERICA,3
FUMINA,2
FUMINA SOUTH,1
HERNES OAK,1
HERNES OAK,1
HERNES OAK,1
HERNES OAK,2
HILL END,2
MOE,455
MOE,14
MOE,1
MOE,270
MOE,8
MOE,1
MOE,20
MOE,163
MOE,34
MOE,101
MOE,139
MOE,9
MOE,31
MOE,1
MOE,148
MOE,13
MOE,46
MOE,10
MOE,15
MOE,9
MOE,77
MOE,54
MOE,74
MOE,11
MOE,46
MOE,140
MOE,3
MOE,1
MOONDARRA,2
MOONDARRA,4
MOONDARRA,2
NEWBOROUGH,107
NEWBOROUGH,10
NEWBOROUGH,2
NEWBOROUGH,111
NEWBOROUGH,4
NEWBOROUGH,8
NEWBOROUGH,41
NEWBOROUGH,12
NEWBOROUGH,25
NEWBOROUGH,4
NEWBOROUGH,3
NEWBOROUGH,12
NEWBOROUGH,60
NEWBOROUGH,4
NEWBOROUGH,2
NEWBOROUGH,2
NEWBOROUGH,1
NEWBOROUGH,10
NEWBOROUGH,5
NEWBOROUGH,41
NEWBOROUGH,40
NEWBOROUGH,11
NEWBOROUGH,5
NEWBOROUGH,8
NEWBOROUGH,32
NEWBOROUGH,1
NEWBOROUGH,1
RAWSON,6
RAWSON,1
RAWSON,5
RAWSON,1
RAWSON,1
RAWSON,1
RAWSON,3
RAWSON,2
TANJIL EAST,2
TANJIL EAST,2
TANJIL EAST,1
TANJIL SOUTH,4
TANJIL SOUTH,2
TANJIL SOUTH,2
TANJIL SOUTH,3
TANJIL SOUTH,3
TANJIL SOUTH,1
THALLOO,2
THALLOO,1
TYERS JUNCTION,1
WALHALLA,2
WILLOW GROVE,3
WILLOW GROVE,3
WILLOW GROVE,2
WILLOW GROVE,1
WILLOW GROVE,5
WILLOW GROVE,1
WILLOW GROVE,1
WILLOW GROVE,1
WILLOW GROVE,1
WILLOW GROVE,4
WILLOW GROVE,2
YALLOURN NORTH,18
YALLOURN NORTH,4
YALLOURN NORTH,14
YALLOURN NORTH,1
YALLOURN NORTH,18
YALLOURN NORTH,2
YALLOURN NORTH,2
YALLOURN NORTH,11
YALLOURN NORTH,1
YALLOURN NORTH,2
YALLOURN NORTH,3
YALLOURN NORTH,6
YALLOURN NORTH,4
YALLOURN NORTH,3
YALLOURN NORTH,1
YALLOURN NORTH,16
YALLOURN NORTH,2
YALLOURN NORTH,1
NEERIM EAST,1
NEERIM EAST,3
NEERIM EAST,1
NEERIM EAST,1
NEERIM SOUTH,25
NEERIM SOUTH,1
NEERIM SOUTH,2
NEERIM SOUTH,1
NEERIM SOUTH,2
NEERIM SOUTH,11
NEERIM SOUTH,2
NEERIM SOUTH,4
NEERIM SOUTH,4
NEERIM SOUTH,1
NEERIM SOUTH,1
NEERIM SOUTH,1
ICY CREEK,1
ICY CREEK,1
ICY CREEK,1
MOUNT BAW BAW,1
MOUNT BAW BAW,2
NOOJEE,5
NOOJEE,2
NOOJEE,4
NOOJEE,2
NOOJEE,1
NOOJEE,1
NOOJEE,5
NOOJEE,1
NOOJEE,3
NOOJEE,2
PIEDMONT,1
TANJIL BREN,1
TANJIL BREN,2
VESPER,1
VESPER,1
VESPER,1
VESPER,1
THORPDALE,12
THORPDALE,1
THORPDALE,2
THORPDALE,7
THORPDALE,3
THORPDALE,1
THORPDALE,8
THORPDALE,1
THORPDALE,6
THORPDALE,5
THORPDALE,1
HAZELWOOD,8
HAZELWOOD,1
HAZELWOOD,1
HAZELWOOD,1
HAZELWOOD NORTH,5
HAZELWOOD NORTH,2
HAZELWOOD NORTH,6
HAZELWOOD NORTH,12
HAZELWOOD NORTH,4
HAZELWOOD NORTH,16
HAZELWOOD NORTH,3
HAZELWOOD NORTH,2
